Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Retire,NextPercentile
James Carpenter,0.1035108958837772,0.1165458937198067,0.1180347513481126,0.0429338103756708,0.0409495548961424,0.1008797653958944,0.0566588785046729,0.144378698224852,0.1067382230172927,0.1695804195804195,1,
Ahtyba Rubin,0.4314903846153846,0.6357655502392344,0.7767962308598351,0.8559322033898306,0.8743961352657005,0.8544038346315159,0.7972570065593322,0.7637982195845697,0.8287390029325513,0.8189252336448598,1,
Drayton Florence,0.453646477132262,0.7073170731707317,0.7678355501813785,0.852142426071213,0.8379988088147707,0.8311298076923077,0.8074162679425837,0.892226148409894,0.9449152542372882,0.9390096618357489,0,0.8951467944877172
Jeff Saturday,0.2588235294117647,0.2707774798927614,0.3024888321633694,0.4857849196538937,0.4878048780487805,0.5411124546553809,0.4894387447193724,0.467540202501489,0.1502403846153846,0.0370813397129186,0,0.0400471142520612
Bradley Roby,0.7543231961836613,0.8587537091988131,0.9595307917888564,0.9468457943925234,0.9390532544378698,0.9129397734048896,0.8968531468531469,0.8527889591719379,0.7547732696897375,0.7211055276381909,1,
Chris Long,0.6592548076923077,0.7673444976076556,0.8533568904593639,0.8928571428571429,0.908816425120773,0.9137207908927502,0.8395945140131187,0.7566765578635015,0.7436950146627566,0.7978971962616822,0,0.8183431952662722
Allen Bailey,0.5326876513317191,0.5917874396135265,0.6662672258837627,0.7346451997614788,0.8415430267062315,0.827565982404692,0.8095794392523364,0.8591715976331361,0.8729874776386404,0.8688811188811189,1,
Joe Kelly,0.1323529411764706,0.4523809523809524,0.3283018867924528,0.5853658536585366,0.5215759849906192,0.7354596622889306,0.3066914498141264,0.50853889943074,0.5916824196597353,0.6552901023890785,1,
Ted Washington1,0.358744394618834,0.3734439834024896,0.5984251968503937,0.3676470588235294,0.337979094076655,0.0462046204620462,0.1411042944785276,0.1490825688073394,0.1326732673267326,0.0308880308880308,1,
Tramaine Brock,0.3209658421672556,0.5992736077481841,0.6666666666666666,0.8484122228879568,0.8163387000596303,0.8741839762611276,0.8392961876832845,0.8498831775700935,0.7514792899408284,0.6141920095408467,0,0.6037296037296037
Shaun Gayle,0.0733590733590733,0.0628465804066543,0.2224264705882352,0.4389880952380952,0.3735849056603773,0.6810506566604128,0.7317073170731707,0.801125703564728,0.7118959107806692,0.6736242884250474,0,0.7939508506616257
Zach Miller,0.3269803454437165,0.3743990384615384,0.4043062200956938,0.3433014354066985,0.3657243816254417,0.3934040047114252,0.3716707021791767,0.3177966101694915,0.2397342995169082,0.3175554224086279,0,0.2552176505664877
Tracy White,0.3949320148331273,0.5963414634146341,0.6003627569528416,0.5980687990343995,0.6349017272185825,0.6514423076923077,0.7183014354066986,0.6631330977620731,0.6846246973365617,0.6020531400966184,1,
Chester McGlockton,0.0929368029739776,0.3263757115749525,0.5255198487712666,0.636518771331058,0.5851979345955249,0.5025125628140703,0.3859934853420195,0.3556942277691107,0.6875,0.7801608579088471,0,0.7772814294830888
Wilber Marshall,0.5304990757855823,0.9669117647058824,0.9940476190476192,0.9924528301886792,0.926829268292683,0.902439024390244,0.9549718574108818,0.9814126394052044,0.9639468690702088,0.8506616257088847,0,0.6928327645051194
Brett Keisel,0.4492661135928525,0.4585908529048207,0.4969512195121951,0.6789600967351874,0.8026554013277006,0.840381179273377,0.8064903846153846,0.8319377990430622,0.9234393404004712,0.9509685230024212,0,0.9341787439613528
Justin Houston,0.7161016949152542,0.8882850241545893,0.962852007189934,0.9958258795468098,0.9952522255192878,0.9894428152492668,0.9509345794392524,0.9769230769230768,0.9910554561717352,0.9912587412587412,0,0.9654974123059228
Albert Lewis,0.4316831683168317,0.6312741312741312,0.9408502772643254,0.9613970588235294,0.9419642857142856,0.7075471698113207,0.6923076923076923,0.726078799249531,0.7598499061913696,0.4944237918215613,0,0.74573055028463
Ray Mickens,0.4288107202680067,0.6009771986970684,0.7691107644305772,0.8154411764705882,0.8210455764075067,0.7645181876196554,0.8139678615574784,0.7280487804878049,0.7013301088270859,0.5678937839468919,1,
Greg Biekert,0.5066162570888468,0.6962457337883959,0.6643717728055077,0.5577889447236181,0.757328990228013,0.9126365054602184,0.9654411764705882,0.9436997319034852,0.9291640076579452,0.9128553770086528,1,
Lloyd Burruss,0.6656441717791411,0.8509174311926605,0.9346534653465348,0.8494208494208494,0.7430683918669131,0.9209558823529412,0.8571428571428571,0.8452830188679246,0.4202626641651032,0.5347091932457786,0,0.5553470919324578
DeMeco Ryans,0.7730838865419433,0.8826682549136391,0.9332932692307692,0.901913875598086,0.8557126030624264,0.8177966101694916,0.8200483091787439,0.9035350509286998,0.9129397734048896,0.8789317507418397,1,
Richard Seymour,0.6487935656836461,0.811104020421187,0.9140914709517924,0.946341463414634,0.9316807738814994,0.9028364514182255,0.836212030970816,0.8527644230769231,0.8714114832535885,0.9063604240282686,0,0.8595641646489104
Richard Sherman,0.7651331719128329,0.960144927536232,0.9958058717795086,0.998211091234347,0.9768545994065282,0.9571847507331378,0.911214953271028,0.8769230769230769,0.874180083482409,0.8653846153846154,0,0.8441633122484187
Mike Daniels,0.6473429951690821,0.7615338526063511,0.8342277877161598,0.8747774480712166,0.8850439882697947,0.9065420560747663,0.836094674556213,0.7787716159809183,0.6235431235431236,0.547441058079356,1,
Brentson Buckner,0.1890359168241966,0.5324232081911263,0.621342512908778,0.5360134003350083,0.3436482084690553,0.3166926677067083,0.7727941176470589,0.8605898123324397,0.8838544990427568,0.8337453646477132,0,0.824390243902439
Steven Means,0.3768723786698622,0.3959451401311866,0.3916913946587537,0.575366568914956,0.5957943925233645,0.6437869822485207,0.5533691115086464,0.7418414918414918,0.7671075330649799,0.7601431980906921,1,
Winston Moss,0.3839285714285714,0.2528301886792453,0.4878048780487805,0.5459662288930581,0.7410881801125704,0.7546468401486989,0.5256166982922201,0.5425330812854442,0.6313993174061433,0.7814113597246127,1,
Michael Griffin,0.699225729600953,0.9417067307692308,0.985645933014354,0.9923439340400472,0.9606537530266344,0.9782608695652174,0.9490713001797484,0.9636255217650568,0.9471810089020772,0.9032258064516128,1,
Virgil Green,0.299636803874092,0.4009661835748792,0.4475733972438586,0.4347048300536673,0.4397626112759644,0.4428152492668621,0.3878504672897196,0.1520710059171597,0.1192605843768634,0.1165501165501165,1,
Drew Brees,0.0727504786215698,0.1279357231149567,0.1115853658536585,0.1789600967351874,0.1092335546167773,0.2805241215008934,0.2836538461538461,0.3116028708133971,0.2208480565371024,0.2052058111380145,0,0.2717391304347826
Shawn Barber,0.263843648208469,0.6989079563182528,0.913970588235294,0.8880697050938338,0.8985322271857051,0.9524103831891224,0.9707317073170731,0.8627569528415961,0.7429088714544357,0.6551518761167362,1,
Jerry Ball,0.2693452380952381,0.3415094339622641,0.6529080675422139,0.6679174484052532,0.6941838649155723,0.5687732342007435,0.7077798861480076,0.7069943289224953,0.689419795221843,0.7022375215146299,0,0.5628140703517588
Jabari Greer,0.5048780487804878,0.6197097944377267,0.6421243210621606,0.7331745086360929,0.8431490384615384,0.9072966507177034,0.9346289752650176,0.8813559322033898,0.8756038647342995,0.8388256440982624,1,
Micheal Barrow,0.2125237191650854,0.4914933837429111,0.7764505119453925,0.919104991394148,0.9748743718592964,0.980456026058632,0.9547581903276132,0.950735294117647,0.9745308310991956,0.9763880025526483,0,0.9894932014833128
Greg Kragen,0.044362292051756,0.0606617647058823,0.375,0.3849056603773585,0.6285178236397748,0.651031894934334,0.6529080675422139,0.7695167286245354,0.7514231499051234,0.6086956521739131,0,0.6006825938566553
Ted Ginn Jr.,0.3269803454437165,0.3227163461538461,0.3845693779904306,0.3274440518256772,0.3371670702179177,0.304951690821256,0.231276213301378,0.2128801431127012,0.3252225519287834,0.3730205278592375,0,0.3615654205607476
Chase Blackburn,0.6807738814993954,0.6934218467109233,0.7343656938653961,0.7139423076923077,0.8098086124401914,0.8032979976442874,0.7512106537530266,0.8435990338164251,0.8496105452366687,0.8467501490757304,1,
Brandon Carr,0.7235576923076923,0.8355263157894737,0.8833922261484098,0.8656174334140436,0.894927536231884,0.944877171959257,0.9254621347644604,0.8700296735905044,0.7906158357771261,0.8767523364485982,0,0.8834319526627219
Wesley Woodyard,0.5727163461538461,0.6973684210526315,0.7526501766784452,0.8292978208232445,0.932367149758454,0.9688436189334932,0.9803220035778176,0.9679525222551928,0.9524926686217008,0.967873831775701,0,0.9568047337278106
Dale Carter,0.6840148698884758,0.7305502846299811,0.8582230623818525,0.7747440273037542,0.8244406196213425,0.7219430485762144,0.7068403908794788,0.6677067082683308,0.8,0.7332439678284183,0,0.6388002552648373
Lyle Blackwood,0.3497757847533632,0.3609958506224066,0.905511811023622,0.9779411764705882,0.9930313588850174,0.9273927392739274,0.7638036809815951,0.7935779816513762,0.8653465346534653,0.8223938223938224,0,0.6691312384473198
Ryan Tannehill,0.1068840579710145,0.2043139604553625,0.345855694692904,0.3994065281899109,0.3812316715542522,0.2914719626168224,0.1159763313609467,0.2164579606440071,0.2138694638694638,0.3093732029902242,0,0.2995226730310262
Mo Lewis,0.3977485928705441,0.8587360594795539,0.9449715370018976,0.996219281663516,1.0,0.9879518072289156,0.9380234505862648,0.9022801302931596,0.967238689547582,0.986029411764706,0,0.9939678284182306
Nesby Glasgow,0.0592334494773519,0.5577557755775577,0.7607361963190185,0.6995412844036697,0.7267326732673267,0.7277992277992278,0.88909426987061,0.6819852941176471,0.7738095238095238,0.6698113207547169,0,0.6772983114446529
Terrance Shaw,0.2901023890784983,0.5938037865748709,0.6917922948073701,0.6970684039087948,0.438377535101404,0.6588235294117647,0.5864611260053619,0.7619655392469687,0.7700865265760197,0.8036585365853659,1,
Dustin Colquitt,0.1390568319226118,0.1804465902232951,0.1715306730196545,0.0865384615384615,0.0873205741626794,0.2373380447585394,0.3190072639225181,0.3085748792270531,0.2516476932294787,0.1621943947525342,0,0.1489614243323442
Mike Leach,0.175,0.0509383378016085,0.2552648372686662,0.3597033374536464,0.3847560975609756,0.4111245465538089,0.436330718165359,0.4526503871351995,0.4429086538461538,0.4437799043062201,0,0.4599528857479387
Lee Smith,0.1658595641646489,0.2391304347826087,0.2917914919113241,0.1419200954084675,0.0528189910979228,0.039882697947214,0.2476635514018691,0.3266272189349112,0.3655336911150865,0.2651515151515151,0,0.2052903967797585
Keith Smith,0.5957317073170731,0.6348246674727932,0.656004828002414,0.7891602144133413,0.7728365384615384,0.7667464114832536,0.472909305064782,0.2705811138014528,0.0440821256038647,0.0437387657279808,0,0.5462134764460346
Bracy Walker,0.5802047781569966,0.7607573149741824,0.7303182579564489,0.3973941368078176,0.0717628705148206,0.45,0.5127345844504021,0.6911295469049138,0.7484548825710754,0.8335365853658536,0,0.8162031438935913
Champ Bailey,0.6006240249609984,0.8985294117647059,0.9550938337801608,0.9004467134652202,0.8856613102595797,0.8695121951219512,0.966142684401451,0.9903439951719976,0.9934484812388328,0.9645432692307692,0,0.8941387559808612
Anthony Sherman,0.4037530266343825,0.5446859903381642,0.5847813061713601,0.689922480620155,0.657566765578635,0.7442815249266862,0.647196261682243,0.6497041420118344,0.5116279069767442,0.4388111888111888,1,
Anthony Becht,0.3235294117647059,0.363941018766756,0.4154435226547543,0.3967861557478368,0.3536585365853658,0.1644498186215235,0.2715751357875678,0.1310303752233472,0.1502403846153846,0.1919856459330143,0,0.1996466431095406
Jessie Tuggle,0.3125,0.1830188679245283,0.4559099437148217,0.5590994371482176,0.8236397748592871,0.9256505576208178,0.937381404174573,0.9262759924385632,0.9607508532423208,0.9225473321858864,0,0.8877721943048577
Kevin Bentley,0.601148691767709,0.745982694684796,0.8213414634146341,0.8004836759371221,0.7404948702474351,0.6742108397855867,0.7397836538461539,0.7117224880382775,0.7956419316843345,0.6991525423728814,1,
Roddy White,0.3270858524788392,0.3572721786360893,0.5276950565812983,0.5300480769230769,0.5962918660287081,0.6071849234393404,0.5799031476997578,0.5380434782608695,0.2396644697423607,0.1520572450805009,0,0.1845697329376854
William White,0.3977485928705441,0.7711069418386491,0.8855534709193246,0.912639405204461,0.8235294117647058,0.7655954631379962,0.7013651877133106,0.4802065404475043,0.4941373534338358,0.6449511400651465,1,
Bruce Irvin,0.7155797101449275,0.8190533253445177,0.9528920691711388,0.9643916913946587,0.992375366568915,0.9842289719626168,0.983431952662722,0.9540846750149076,0.8537296037296037,0.7636572742955722,0,0.6193317422434368
Tyoka Jackson,0.2160804020100502,0.4348534201954397,0.485179407176287,0.6919117647058823,0.7084450402144772,0.7498404594767071,0.8627935723114957,0.8365853658536585,0.848851269649335,0.7217863608931805,1,
Hank Poteat,0.4397058823529411,0.4463806970509383,0.5539246968730057,0.5302843016069221,0.5073170731707317,0.5912938331318017,0.6584188292094146,0.7516378796902918,0.84375,0.8564593301435407,1,
Ray Childress,0.3530499075785582,0.5551470588235294,0.8586309523809523,0.939622641509434,0.9568480300187616,0.9399624765478424,0.8836772983114447,0.9535315985130112,0.9658444022770398,0.9546313799621928,0,0.841296928327645
Stan White,0.6080402010050251,0.7107843137254902,0.9506726457399104,0.925311203319502,0.9763779527559056,0.8161764705882353,0.7282229965156795,0.5148514851485149,0.5153374233128835,0.6788990825688074,1,
Mark Lee,0.5429447852760736,0.7178899082568807,0.801980198019802,0.6698841698841699,0.7504621072088724,0.8639705882352942,0.8526785714285714,0.8169811320754717,0.6116322701688556,0.5984990619136961,0,0.3358348968105065
Monte Coleman,0.1533101045296167,0.6006600660066007,0.8374233128834356,0.7729357798165137,0.7148514851485148,0.7741312741312741,0.8428835489833642,0.7555147058823529,0.7842261904761905,0.7962264150943397,0,0.9155722326454032
Jeff Robinson,0.239089184060721,0.2911153119092627,0.3686006825938566,0.2117039586919105,0.2696817420435511,0.1840390879478827,0.1638065522620904,0.2588235294117647,0.3109919571045576,0.2737715379706445,0,0.3788627935723115
Darrien Gordon,0.2087286527514231,0.5822306238185255,0.6126279863481229,0.7160068846815835,0.7537688442211056,0.9315960912052116,0.9173166926677068,0.9044117647058824,0.7908847184986595,0.6407147415443523,1,
Erik Howard,0.0827205882352941,0.4657738095238095,0.5264150943396226,0.6904315196998124,0.6360225140712945,0.5722326454033771,0.20817843866171,0.3415559772296015,0.502835538752363,0.658703071672355,1,
Jordy Nelson,0.180889423076923,0.2559808612440191,0.2797408716136631,0.2941888619854721,0.3188405797101449,0.3606950269622528,0.2128801431127012,0.1489614243323442,0.1196480938416422,0.1921728971962616,0,0.2437869822485207
Lawyer Milloy,0.487091222030981,0.8174204355108877,0.969055374592834,0.9812792511700468,0.9911764705882352,0.9731903485254692,0.95022335673261,0.9419035846724352,0.9347560975609756,0.941354292623942,0,0.8974049487024743
J.J. Watt,0.6682808716707022,0.8870772946859904,0.9538645895745956,0.9970184853905784,0.997626112759644,0.9900293255131964,0.8714953271028038,0.827810650887574,0.8491353607632678,0.9393939393939394,0,0.8378378378378378
Tramon Williams,0.5807027992852889,0.8347355769230769,0.9324162679425836,0.9840989399293286,0.9854721549636803,0.9734299516908212,0.9658478130617136,0.9421586165772212,0.9359050445103858,0.8410557184750733,0,0.8171728971962616
Cliff Harris,0.7777777777777778,0.6642335766423357,0.7873563218390804,0.6733668341708543,0.7254901960784313,0.7937219730941704,0.8589211618257261,0.8779527559055118,0.8382352941176471,0.7874564459930313,1,
Jonathan Stewart,0.180889423076923,0.291866028708134,0.3339222614840989,0.2354721549636803,0.1340579710144927,0.1180347513481126,0.1282051282051282,0.1845697329376854,0.1941348973607038,0.2348130841121495,1,
Robert Porcher,0.1226765799256505,0.4573055028462998,0.6956521739130435,0.8174061433447098,0.910499139414802,0.9765494137353434,0.986970684039088,0.9921996879875196,0.9794117647058824,0.9718498659517426,0,0.967453733248245
Devin McCourty,0.8221436984687868,0.8995157384987893,0.9704106280193237,0.9131216297183944,0.924865831842576,0.8783382789317508,0.8909090909090909,0.8802570093457944,0.9189349112426036,0.9499105545617174,0,0.9708624708624708
Gerald McCoy,0.6036513545347467,0.6253026634382567,0.7342995169082126,0.81725584182145,0.8861061419200954,0.9014836795252226,0.8973607038123167,0.8948598130841121,0.8615384615384616,0.8455575432319619,1,
Adam Jones,0.5634824667472793,0.8455039227519614,0.8469326980345444,0.8539663461538461,0.6118421052631579,0.7714958775029447,0.7124697336561744,0.7807971014492754,0.8621929298981426,0.9266547406082288,0,0.9637982195845696
Darius Holland,0.1399317406143344,0.1308089500860585,0.1306532663316583,0.0684039087947882,0.2886115444617784,0.7345588235294118,0.7526809651474531,0.6598596043395022,0.5173053152039555,0.5182926829268293,1,
Steve Freeman,0.4753363228699551,0.4896265560165975,0.5275590551181102,0.1029411764705882,0.5958188153310104,0.924092409240924,0.843558282208589,0.8440366972477065,0.8277227722772277,0.9382239382239382,0,0.7744916820702403
Bruce Smith,0.4140480591497227,0.7775735294117647,0.988095238095238,0.9886792452830188,0.9774859287054408,1.0,0.9943714821763602,0.9944237918215614,0.9411764705882352,0.9924385633270322,0,0.9948805460750854
A.J. Green,0.1658595641646489,0.2814009661835748,0.3798681845416417,0.3381037567084078,0.3370919881305638,0.2545454545454545,0.2978971962616822,0.2011834319526627,0.1926058437686344,0.0256410256410256,0,0.0862564692351926
Ryan Clark,0.2156987874920229,0.5247218788627935,0.6585365853658537,0.8119709794437727,0.9052504526252264,0.905300774270399,0.8774038461538461,0.8582535885167464,0.9122497055359248,0.9110169491525424,0,0.9396135265700484
Paris Lenon,0.4824505424377792,0.5667490729295427,0.6134146341463415,0.722490931076179,0.8098974049487024,0.940440738534842,0.9615384615384616,0.9629186602870812,0.9481743227326266,0.9176755447941888,0,0.9432367149758454
Justin Tuck,0.6027811366384522,0.6179843089921545,0.8368076235854676,0.9603365384615384,0.993421052631579,0.9982332155477032,0.9921307506053268,0.9788647342995168,0.9047333732774115,0.9350029815146096,0,0.9097922848664688
J.R. Reed,0.473780487804878,0.4703748488512696,0.496077248038624,0.5360333531864205,0.546875,0.5227272727272727,0.2243816254416961,0.0405569007263922,0.0440821256038647,0.0437387657279808,0,0.0429338103756708
Ron Bolton,0.6834170854271356,0.8970588235294118,0.9641255605381166,0.950207468879668,0.9212598425196852,0.7977941176470589,0.5993031358885017,0.7293729372937293,0.8006134969325154,0.7362385321100917,1,
Ramon Humber,0.5867224880382775,0.5924617196702002,0.6325665859564165,0.572463768115942,0.6452965847813061,0.6607036374478235,0.714540059347181,0.7167155425219941,0.790303738317757,0.7343195266272189,1,
Brent Alexander,0.4692832764505119,0.6953528399311532,0.678391959798995,0.4543973941368078,0.3650546021840873,0.8338235294117647,0.9349865951742627,0.9617102744097,0.9622991347342398,0.9579268292682926,0,0.954050785973398
Andre Smith,0.1472320376914016,0.2433414043583535,0.4975845410628019,0.5050928699820252,0.4865831842576029,0.2189910979228486,0.1196480938416422,0.1226635514018691,0.1816568047337278,0.2331360946745562,0,0.2033392963625521
Jabaal Sheard,0.8498789346246973,0.917270531400966,0.9610545236668664,0.8771615980918307,0.9234421364985164,0.9167155425219942,0.9526869158878504,0.8923076923076924,0.8801431127012522,0.8187645687645687,0,0.718803910293272
Eddie Robinson,0.3197026022304832,0.4667931688804554,0.44234404536862,0.6825938566552902,0.7246127366609294,0.8542713567839196,0.760586319218241,0.8471138845553822,0.9272058823529412,0.9457104557640752,0,0.9119336311423102
Ed Reed,0.795788130185067,0.945611866501854,1.0,0.996372430471584,0.9939649969824984,0.9452054794520548,0.9969951923076924,0.9982057416267942,0.9976442873969376,0.9860774818401936,0,0.982487922705314
Quintin Demps,0.5883413461538461,0.6519138755980861,0.6513545347467609,0.7052058111380145,0.7270531400966184,0.8472139005392451,0.8926654740608229,0.9513353115727003,0.9712609970674488,0.923481308411215,1,
Mike Scifres,0.0797280593325092,0.1310975609756097,0.2430471584038694,0.188292094146047,0.1113758189398451,0.0757211538461538,0.104066985645933,0.2114252061248527,0.1937046004842615,0.1968599033816425,0,0.1791491911324146
Ben Leber,0.7364390555201021,0.8133498145859085,0.8664634146341463,0.7920193470374849,0.8750754375377188,0.935080405002978,0.9729567307692308,0.9425837320574164,0.9287396937573617,0.8268765133171913,1,
Tony Carter,0.3985294117647059,0.3753351206434316,0.4722399489470325,0.4524103831891223,0.4341463414634146,0.0326481257557436,0.0325890162945081,0.0327575938058368,0.0372596153846153,0.4611244019138756,0,0.4687868080094228
Tony Woods,0.130188679245283,0.1613508442776735,0.2195121951219512,0.223264540337711,0.223264540337711,0.2156133828996282,0.1555977229601518,0.2684310018903592,0.2798634812286689,0.2857142857142857,1,
Travis Benjamin,0.1630434782608695,0.2576393049730378,0.5784138342277877,0.5810089020771514,0.5917888563049853,0.3814252336448598,0.3402366863905325,0.2367322599880739,0.1404428904428904,0.1385853939045428,1,
Tyrone Poole,0.4948805460750853,0.6368330464716007,0.7805695142378559,0.6661237785016286,0.6661466458658346,0.8345588235294118,0.7861930294906166,0.7262284620293554,0.8640296662546354,0.9085365853658536,0,0.8645707376058042
Dana Stubblefield,0.4800759013282732,0.7580340264650284,0.8515358361774744,0.7934595524956971,0.864321608040201,0.8013029315960912,0.7925117004680188,0.7433823529411765,0.792225201072386,0.7817485641352904,0,0.7323856613102596
Brian Jennings,0.4080882352941176,0.420911528150134,0.4288449266113593,0.3875154511742892,0.3359756097560976,0.5683192261185006,0.6203983101991551,0.6289458010720667,0.5552884615384616,0.4557416267942584,0,0.4416961130742049
Jack Lambert,0.2892156862745098,0.5426008968609866,0.6846473029045643,0.5826771653543307,0.6911764705882353,0.794425087108014,0.8283828382838284,0.8742331288343558,0.93348623853211,0.9584158415841584,1,
Thomas Davis,0.656590084643289,0.7978273989136995,0.9136390708755212,0.9447115384615384,0.9413875598086124,0.8674911660777385,0.7215496368038741,0.767512077294686,0.9113241461953264,0.9689922480620154,0,0.9958456973293768
Leon Hall,0.7552114353782013,0.8996394230769231,0.973086124401914,0.9723203769140164,0.9418886198547216,0.9039855072463768,0.8400239664469742,0.8706022659511031,0.8635014836795252,0.9196480938416424,0,0.8551401869158879
Michael Sinclair,0.0836431226765799,0.3282732447817836,0.4499054820415879,0.6877133105802048,0.8330464716006885,0.9782244556113904,1.0,1.0,0.9970588235294118,0.938337801608579,0,0.8813018506700702
Al Harris2,0.5366614664586583,0.7852941176470588,0.839142091152815,0.6770899808551372,0.8226205191594561,0.8353658536585366,0.9244256348246674,0.891973445986723,0.8933889219773675,0.7692307692307693,0,0.7733253588516746
Darryl Skrine,0.5532687651331719,0.6805555555555556,0.7771120431396046,0.8604651162790697,0.8670623145400593,0.8932551319648094,0.8580607476635514,0.8289940828402367,0.7608825283243887,0.7278554778554779,0,0.7303047728579644
Danny Clark,0.5911764705882353,0.707774798927614,0.8200382897255903,0.8195302843016069,0.8780487804878049,0.8706166868198307,0.8491249245624622,0.7915425848719476,0.7842548076923077,0.8427033492822966,0,0.8345111896348646
Terry Cousin,0.3827361563517915,0.5834633385335414,0.8080882352941177,0.8257372654155496,0.818761965539247,0.8553770086526576,0.7932926829268293,0.7950423216444982,0.8020519010259505,0.8290649195949971,0,0.7644230769230769
Mike Minter,0.4556113902847571,0.5439739413680782,0.8330733229329174,0.961764705882353,0.9912868632707776,0.9891512444160816,0.976514215080346,0.9823170731707316,0.9649334945586456,0.9324079662039833,1,
Dominique Rodgers-Cromartie,0.7878605769230769,0.916267942583732,0.9705535924617196,0.9073849878934624,0.8623188405797102,0.8603954463750749,0.8956469886702445,0.9281899109792284,0.9472140762463344,0.9334112149532712,0,0.8355029585798817
Jason Baker,0.3217158176943699,0.2807913209955329,0.3868974042027194,0.3231707317073171,0.3724304715840387,0.2957151478575739,0.2787373436569386,0.2530048076923077,0.3738038277511962,0.3869257950530035,0,0.4049636803874092
Pierson Prioleau,0.6786764705882353,0.7654155495978552,0.8328015315890236,0.7978986402966626,0.7817073170731708,0.7992744860943168,0.7374773687386844,0.7427039904705182,0.6153846153846154,0.6686602870813397,0,0.6360424028268551
Sean Gilbert,0.3866171003717472,0.6907020872865275,0.782608695652174,0.7918088737201365,0.693631669535284,0.5309882747068677,0.6058631921824105,0.6380655226209049,0.911029411764706,0.8679624664879356,0,0.7887683471601787
George Martin,0.389763779527559,0.4154411764705882,0.3797909407665505,0.0462046204620462,0.0552147239263803,0.5114678899082569,0.6297029702970297,0.6293436293436293,0.7060998151571165,0.8988970588235294,0,0.9404761904761904
Kenard Lang,0.2529313232830821,0.5830618892508144,0.781591263650546,0.8977941176470589,0.925603217158177,0.9546904913848118,0.9758961681087762,0.9719512195121952,0.9250302297460702,0.8835244417622209,1,
Stephen Tulloch,0.6354858177429089,0.7022036926742108,0.8040865384615384,0.8642344497607656,0.93698468786808,0.9703389830508474,0.9716183574879228,0.9604553624925104,0.8962432915921288,0.8943620178041543,0,0.8017595307917889
Mike Patterson,0.654776299879081,0.7954133977066988,0.8874329958308517,0.9044471153846154,0.8761961722488039,0.8227326266195524,0.8141646489104116,0.7777777777777778,0.7435590173756741,0.616577221228384,1,
Terry Jackson1,0.7683823529411765,0.8466898954703833,0.8877887788778878,0.6288343558282209,0.7821100917431193,0.8,0.7586872586872587,0.5619223659889094,0.3915441176470588,0.1607142857142857,1,
Troy Vincent,0.3475836431226766,0.5502846299810247,0.8109640831758034,0.9027303754266212,0.963855421686747,0.931323283082077,0.8680781758957655,0.8783151326053042,0.9691176470588236,0.9839142091152816,0,0.9566049776643268
Russell Okung,0.1012956419316843,0.059322033898305,0.0513285024154589,0.0437387657279808,0.1282051282051282,0.0694362017804154,0.2134897360703812,0.1308411214953271,0.1331360946745562,0.1293977340488968,1,
Keith Hamilton,0.4460966542750929,0.7362428842504743,0.8412098298676749,0.8310580204778157,0.6884681583476764,0.7939698492462312,0.7947882736156352,0.8517940717628705,0.8963235294117647,0.8900804289544236,0,0.8251435864709636
