Player,Year1,Year2,Year3,Retire,NextPercentile
Wes Welker,0.0238095238095238,0.1777777777777777,0.0263157894736842,0,0.0
John Smith,0.25,0.5217391304347826,0.7777777777777778,0,0.8387096774193549
Kai Forbath,0.0833333333333333,0.1714285714285714,0.7222222222222222,0,0.6410256410256411
Jeff Jaeger,0.3833333333333333,0.1794871794871795,0.3333333333333333,0,0.21875
Dean Biasucci,0.1142857142857142,0.1794871794871795,0.3076923076923077,0,0.5833333333333334
Luis Zendejas,0.5166666666666667,0.4102564102564102,0.7222222222222222,1,
Dave Jacobs,0.081081081081081,0.0588235294117647,0.2121212121212121,0,0.0263157894736842
Fred Steinfort,0.1111111111111111,0.3225806451612903,0.4375,0,0.3513513513513513
Paul McFadden,0.2,0.4615384615384615,0.9487179487179488,0,0.7833333333333333
Eric Schubert,0.1538461538461538,0.2564102564102564,0.6166666666666667,1,
Happy Feller,0.2777777777777778,0.3333333333333333,0.4545454545454545,1,
Steve Mike-Mayer,0.217391304347826,0.4074074074074074,0.5806451612903226,0,0.5625
Scott Norwood,0.1025641025641025,0.282051282051282,0.6333333333333333,0,0.5897435897435898
Jim O'Brien,0.6153846153846154,0.8888888888888888,0.8333333333333334,0,0.6818181818181818
Matt Bryant,0.1777777777777777,0.238095238095238,0.4523809523809524,0,0.4444444444444444
Jaret Holmes,0.0256410256410256,0.2619047619047619,0.3658536585365853,1,
Craig Hentrich,0.0555555555555555,0.0,0.0571428571428571,0,0.027027027027027
John Hall,0.1142857142857142,0.2432432432432432,0.5128205128205128,0,0.5476190476190477
Roger Ruzek,0.4833333333333333,0.3846153846153846,0.4722222222222222,0,0.375
Ken Willis,0.0625,0.2727272727272727,0.4375,1,
Shaun Suisham,0.1111111111111111,0.1578947368421052,0.325,0,0.6097560975609756
Joe Danelo,0.0869565217391304,0.3333333333333333,0.6451612903225806,0,0.90625
Wade Richey,0.1621621621621621,0.2564102564102564,0.5952380952380952,0,0.6829268292682927
Ryan Succop,0.1627906976744186,0.25,0.3947368421052631,0,0.3888888888888889
Josh Lambo,0.1538461538461538,0.1666666666666666,0.7272727272727273,0,0.7380952380952381
Stephen Gostkowski,0.0789473684210526,0.3,0.7560975609756098,0,0.8372093023255814
Olindo Mare,0.0857142857142857,0.2162162162162162,0.5897435897435898,0,0.8095238095238095
Alex Henery,0.1052631578947368,0.1944444444444444,0.8571428571428571,0,0.2777777777777778
Pat Leahy,0.1666666666666666,0.4782608695652174,0.7037037037037037,0,0.7096774193548387
Neil O'Donoghue,0.1290322580645161,0.28125,0.5675675675675675,0,0.6176470588235294
John Kasay,0.1818181818181818,0.21875,0.5333333333333333,0,0.4848484848484848
Chuck Nelson,0.1142857142857142,0.2285714285714285,0.3333333333333333,0,0.3333333333333333
Rodrigo Blankenship,0.1836734693877551,0.32,0.4347826086956521,1,
Josh Scobee,0.1666666666666666,0.4,0.5526315789473685,0,0.475
Jason Hanson,0.15625,0.2333333333333333,0.6060606060606061,0,0.7222222222222222
Tony Zendejas,0.3076923076923077,0.4358974358974359,0.9833333333333332,0,0.9487179487179488
Mason Crosby,0.125,0.2439024390243902,0.8604651162790697,0,0.9545454545454546
Mirro Roder,0.1818181818181818,0.4583333333333333,0.3478260869565217,0,0.2592592592592592
Greg Davis,0.4,0.3333333333333333,0.6388888888888888,0,0.84375
Roy Gerela,0.4615384615384615,0.7222222222222222,0.7222222222222222,0,0.8636363636363636
Chris Boniol,0.1212121212121212,0.2777777777777778,0.7575757575757576,0,0.6857142857142857
David Treadwell,0.1111111111111111,0.1875,0.3333333333333333,0,0.3125
Morten Andersen,0.1052631578947368,0.3714285714285714,0.6,0,1.0
Jeff Wilkins,0.0833333333333333,0.2121212121212121,0.5428571428571428,0,0.6486486486486487
Bill Bell,0.3333333333333333,0.3888888888888889,0.5,1,
Obed Ariri,0.1714285714285714,0.2307692307692307,0.1538461538461538,0,0.25
Tristan Vizcaino,0.1428571428571428,0.3,0.4130434782608695,1,
Michael Husted,0.0666666666666666,0.2424242424242424,0.5833333333333334,0,0.6666666666666666
Josh Brown,0.1666666666666666,0.2619047619047619,0.6444444444444445,0,0.631578947368421
Tony Franklin,0.3243243243243243,0.4117647058823529,0.9090909090909092,0,0.7368421052631579
Brad Daluiso,0.0303030303030303,0.0625,0.1333333333333333,0,0.2121212121212121
Bill McClard,0.1666666666666666,0.3636363636363636,0.75,0,0.6956521739130435
Dave Rayner,0.0222222222222222,0.0526315789473684,0.25,0,0.3414634146341463
Cary Blanchard,0.09375,0.2,0.1818181818181818,0,0.25
Jason Staurovsky,0.0833333333333333,0.282051282051282,0.3611111111111111,0,0.625
Chris Jacke,0.1666666666666666,0.25,0.9696969696969696,0,0.84375
Toni Linhart,0.0555555555555555,0.0454545454545454,0.375,0,0.391304347826087
Shayne Graham,0.0975609756097561,0.2666666666666666,0.3333333333333333,0,0.5476190476190477
Sam Ficken,0.0681818181818181,0.1904761904761904,0.3333333333333333,0,0.4489795918367347
Jeff Chandler,0.0888888888888888,0.2142857142857142,0.2857142857142857,1,
Bobby Howfield,0.7692307692307693,0.5555555555555556,0.6666666666666666,0,0.5909090909090909
Ray Wersching,0.0909090909090909,0.3333333333333333,0.6086956521739131,0,0.5555555555555556
Matt Ammendola,0.16,0.1739130434782608,0.3255813953488372,1,
Rich Karlis,0.2894736842105263,0.4571428571428571,0.9714285714285714,0,0.8717948717948718
Max Zendejas,0.1282051282051282,0.55,0.4615384615384615,1,
Richie Cunningham,0.1714285714285714,0.2972972972972973,0.6666666666666666,0,0.5238095238095238
Ali Haji-Sheikh,0.1714285714285714,0.3142857142857143,0.5641025641025641,0,0.5128205128205128
Phil Dawson,0.1025641025641025,0.3095238095238095,0.4634146341463415,0,0.6888888888888889
Bill Capece,0.1818181818181818,0.4736842105263157,0.7714285714285715,1,
David Ray,0.8461538461538461,0.7777777777777778,0.7777777777777778,0,0.7727272727272727
Jim Gallery,0.2666666666666666,0.1538461538461538,0.2222222222222222,1,
George Hunt,0.1363636363636363,0.125,0.3043478260869565,1,
Kris Brown,0.1794871794871795,0.3809523809523809,0.7804878048780488,0,0.6
Skip Butler,0.1111111111111111,0.2777777777777778,0.5454545454545454,0,0.7083333333333334
Owen Pochman,0.024390243902439,0.0444444444444444,0.0238095238095238,1,
John Leypoldt,0.3888888888888889,0.4444444444444444,0.8181818181818182,0,0.875
Patrick Murray,0.0555555555555555,0.1282051282051282,0.0833333333333333,0,0.2727272727272727
Jeff Reed,0.2,0.3095238095238095,0.9523809523809524,0,0.8666666666666667
Rick Danmeier,0.1875,0.4054054054054054,0.5588235294117647,0,0.5151515151515151
John Carney,0.0512820512820512,0.0,0.125,0,0.2424242424242424
Paul Edinger,0.238095238095238,0.3902439024390244,0.9333333333333332,0,0.7857142857142857
Nick Novak,0.1555555555555555,0.131578947368421,0.2,0,0.2195121951219512
Rian Lindell,0.1904761904761904,0.3170731707317073,0.5555555555555556,0,0.4523809523809524
Michael Koenen,0.0888888888888888,0.1052631578947368,0.175,1,
Florian Kempf,0.0789473684210526,0.3142857142857143,0.4,0,0.3846153846153846
Horst Muhlmann,1.0,1.0,1.0,0,1.0
Al Del Greco,0.1428571428571428,0.4102564102564102,0.5897435897435898,0,0.6666666666666666
Doug Brien,0.0909090909090909,0.2222222222222222,0.5454545454545454,0,0.7714285714285715
Jan Stenerud,0.9230769230769232,0.9444444444444444,0.9444444444444444,0,0.9090909090909092
Ryan Longwell,0.1428571428571428,0.2702702702702703,0.717948717948718,0,0.8809523809523809
Todd Peterson,0.0303030303030303,0.1666666666666666,0.3333333333333333,0,0.8285714285714286
Efren Herrera,0.2083333333333333,0.1304347826086956,0.4814814814814814,0,0.4838709677419355
Benny Ricardo,0.1481481481481481,0.1935483870967742,0.3125,0,0.4324324324324324
Richie Szaro,0.1739130434782608,0.5185185185185185,0.6774193548387096,0,0.53125
Garrett Hartley,0.1463414634146341,0.2558139534883721,0.4545454545454545,0,0.1842105263157894
Jason Elam,0.1,0.2727272727272727,0.9722222222222222,0,0.9393939393939394
Caleb Sturgis,0.0857142857142857,0.1666666666666666,0.4871794871794871,0,0.5555555555555556
Sebastian Janikowski,0.0952380952380952,0.3414634146341463,0.5333333333333333,0,0.7142857142857143
Brett Conway,0.1282051282051282,0.3333333333333333,0.5121951219512195,0,0.5777777777777777
Matt Bahr,0.2162162162162162,0.3529411764705882,0.5757575757575758,0,0.5
Pete Stoyanovich,0.1388888888888889,0.28125,1.0,0,1.0
Cody Parkey,0.1388888888888889,0.2564102564102564,0.2777777777777778,0,0.3863636363636363
Scott Sisson,0.0,0.0606060606060606,0.0277777777777777,0,0.0909090909090909
Tim Mazzetti,0.25,0.4864864864864865,0.7941176470588235,1,
Michael Badgley,0.119047619047619,0.238095238095238,0.5510204081632653,0,0.58
Mike Wood,0.1351351351351351,0.1176470588235294,0.2424242424242424,0,0.3684210526315789
Dave Green,0.0434782608695652,0.2962962962962963,0.4193548387096774,0,0.40625
Dennis Partee,0.5,0.5555555555555556,0.6363636363636364,0,0.5833333333333334
Teddy Garcia,0.1282051282051282,0.1944444444444444,0.3125,1,
Dan Bailey,0.0789473684210526,0.2222222222222222,0.9142857142857144,0,0.9444444444444444
Chandler Catanzaro,0.1111111111111111,0.3333333333333333,0.6111111111111112,0,0.7045454545454546
