Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Retire,NextPercentile
Elijah Alexander,0.4026465028355387,0.5443686006825939,0.576592082616179,0.6298157453936348,0.752442996742671,0.6942277691107644,0.8029411764705883,0.7634048257372654,1,
Kelechi Osemele,0.1068840579710145,0.0575194727381665,0.0524746571258199,0.0409495548961424,0.1612903225806451,0.1308411214953271,0.1331360946745562,0.1293977340488968,1,
Andrew Norwell,0.1282051282051282,0.0694362017804154,0.2134897360703812,0.1308411214953271,0.2071005917159763,0.1067382230172927,0.0571095571095571,0.02242668200115,0,0.0739856801909307
Keith Smith,0.5957317073170731,0.6348246674727932,0.656004828002414,0.7891602144133413,0.7728365384615384,0.7667464114832536,0.472909305064782,0.2705811138014528,0,0.0440821256038647
Terry Fair,0.2410423452768729,0.5975039001560063,0.8639705882352942,0.8847184986595175,0.7568602425015954,0.6613102595797281,0.0274390243902439,0.2666263603385732,1,
Jason Baker,0.3217158176943699,0.2807913209955329,0.3868974042027194,0.3231707317073171,0.3724304715840387,0.2957151478575739,0.2787373436569386,0.2530048076923077,0,0.3738038277511962
Akeem Jordan,0.4687313877307921,0.6616586538461539,0.7763157894736842,0.7885747938751473,0.7415254237288136,0.7101449275362319,0.805272618334332,0.776386404293381,1,
Eric Davis,0.1519699812382739,0.1407129455909943,0.4907063197026022,0.7969639468690702,0.8638941398865785,0.9266211604095564,0.9001721170395869,0.9128978224455612,0,0.9169381107491856
Willie Broughton,0.0314232902033271,0.1360294117647058,0.2559523809523809,0.0924528301886792,0.198874296435272,0.2626641651031895,0.275797373358349,0.2044609665427509,0,0.2466793168880455
Joe Haden,0.8203769140164899,0.8789346246973365,0.9504830917874396,0.9233073696824444,0.9522957662492546,0.9002967359050446,0.8750733137829912,0.7879672897196262,0,0.8520710059171598
Tony Simmons,0.0461309523809523,0.0358490566037735,0.0318949343339587,0.0375234521575985,0.0431519699812382,0.0594795539033457,0.064516129032258,0.0699432892249527,0,0.0631399317406143
Chike Okeafor,0.0967238689547582,0.6529411764705882,0.7573726541554959,0.8564135290363752,0.9215080346106304,0.976219512195122,0.9764207980652962,0.9722389861194932,0,0.9041095890410958
Bennie Blades,0.5584905660377358,0.5647279549718575,0.7560975609756098,0.7035647279549718,0.9182156133828996,0.8102466793168881,0.6994328922495274,0.6262798634812287,0,0.8502581755593803
Scott Studwell,0.1141732283464567,0.1029411764705882,0.2682926829268293,0.3498349834983498,0.2331288343558282,0.7018348623853211,0.7960396039603961,0.947876447876448,0,0.9260628465804066
Antonio Garay,0.3380716934487021,0.3286585365853658,0.339782345828295,0.20036210018105,0.3639070875521143,0.3623798076923077,0.4258373205741627,0.6784452296819788,0,0.761501210653753
Todd Yoder,0.4058823529411764,0.4403485254691689,0.4945756222080408,0.5030902348578492,0.5152439024390244,0.4752116082224909,0.4622812311406156,0.3662894580107206,0,0.4110576923076923
Corey Webster,0.6178960096735188,0.7579963789981895,0.8266825491363907,0.9020432692307692,0.8755980861244019,0.8975265017667845,0.8952784503631961,0.9365942028985508,0,0.8891551827441582
Thomas Davis,0.656590084643289,0.7978273989136995,0.9136390708755212,0.9447115384615384,0.9413875598086124,0.8674911660777385,0.7215496368038741,0.767512077294686,0,0.9113241461953264
Colt McCoy,0.1658595641646489,0.1817632850241546,0.1839424805272618,0.0429338103756708,0.0409495548961424,0.039882697947214,0.0420560747663551,0.0343195266272189,0,0.0363744782349433
Trace Armstrong,0.3170731707317073,0.5534709193245778,0.6772983114446529,0.6598513011152416,0.8083491461100569,0.8468809073724007,0.8532423208191127,0.8382099827882961,0,0.9078726968174204
Earnest Rhone,0.2017937219730941,0.2074688796680498,0.2007874015748031,0.2022058823529411,0.3937282229965156,0.6336633663366337,0.8558282208588958,0.8990825688073395,0,0.9188118811881189
Rob Gronkowski,0.1658595641646489,0.2391304347826087,0.2917914919113241,0.1419200954084675,0.1643916913946587,0.1401759530791788,0.1226635514018691,0.2011834319526627,0,0.1926058437686344
Dave Elmendorf,0.3795620437956204,0.6264367816091954,0.6984924623115578,0.9607843137254902,0.968609865470852,0.970954356846473,0.7283464566929134,0.6544117647058824,0,0.735191637630662
Brent Celek,0.3097081596188207,0.3088942307692308,0.3534688995215311,0.1012956419316843,0.2052058111380145,0.1817632850241546,0.2456560814859197,0.2277877161598092,0,0.4747774480712166
Allan Ellis,0.1658291457286432,0.5049019607843137,0.6502242152466368,0.8838174273858921,0.9133858267716536,0.8713235294117647,0.7038327526132404,0.5082508250825083,1,
Norm Thompson,0.5401459854014599,0.5459770114942529,0.5577889447236181,0.8578431372549019,0.9820627802690582,0.9875518672199172,0.9606299212598424,0.9264705882352942,0,0.8362369337979094
Russell Davis,0.1326053042121684,0.6551470588235294,0.7479892761394102,0.7702616464582004,0.7818294190358467,0.7945121951219513,0.7400241837968561,0.732045866022933,0,0.6491959499702203
Dexter Jackson,0.5345588235294118,0.8203753351206434,0.9151244416081684,0.9728059332509272,0.928658536585366,0.8802902055622733,0.8219674109837055,0.8993448481238833,0,0.8467548076923077
Mario Addison,0.397094430992736,0.5742753623188406,0.7261833433193529,0.8491353607632678,0.8753709198813057,0.9325513196480938,0.9503504672897196,0.972189349112426,0,0.9695885509838998
Jim Burt,0.0596330275229357,0.0653465346534653,0.4362934362934363,0.5545286506469501,0.7169117647058824,0.6741071428571429,0.5962264150943396,0.4183864915572232,0,0.4090056285178236
Marcedes Lewis,0.1042287075640262,0.4975961538461538,0.5005980861244019,0.5100117785630153,0.2808716707021791,0.3345410628019323,0.3079688436189335,0.2510435301132975,0,0.1394658753709199
Joey Browner,0.500990099009901,0.7027027027027027,0.9574861367837338,0.9908088235294118,0.9985119047619048,1.0,0.9887429643527204,0.9924953095684804,0,0.9793621013133208
Charles Mann,0.2138613861386138,0.5231660231660231,0.789279112754159,0.9191176470588236,0.9464285714285714,0.8339622641509434,0.8686679174484052,0.7879924953095685,0,0.9287054409005628
Demarcus Faggins,0.0727504786215698,0.4641532756489493,0.7310975609756097,0.7599758162031439,0.8605914302957152,0.833234067897558,0.8185096153846154,0.6907894736842105,1,
Reggie Brown,0.4422110552763819,0.4495114006514658,0.4586583463338533,0.0235294117647058,0.0201072386058981,0.0153158902361199,0.0210135970333745,0.0274390243902439,0,0.1390568319226118
Dave Butz,0.0955882352941176,0.0766550522648083,0.1287128712871287,0.4662576687116564,0.7844036697247706,0.9287128712871288,0.8803088803088803,0.7781885397412199,0,0.6121323529411765
Roy Miller,0.59688995215311,0.6802120141342756,0.7148910411622276,0.6926328502415459,0.6560814859197124,0.6404293381037567,0.744807121661721,0.7524926686217008,0,0.7132009345794392
Jonathan Bostic,0.664469742360695,0.7477638640429338,0.7418397626112759,0.6539589442815249,0.6945093457943925,0.7970414201183432,0.8962432915921288,0.9230769230769232,0,0.8913168487636572
Myles Jack,0.5067448680351906,0.7669392523364486,0.9236686390532544,0.9427549194991056,0.965034965034965,0.917193789534215,0.9039379474940334,0.7644472361809045,1,
Clay Matthews2,0.8331339712918661,0.969964664310954,0.99636803874092,0.9969806763285024,0.98681845416417,0.985092426952892,0.9845697329376856,0.9718475073313784,0,0.9445093457943924
Will Allen,0.6809651474530831,0.7402680280791321,0.8053152039555006,0.7621951219512195,0.7609756097560976,0.8228536880290206,0.8881499395405078,0.8992154496077248,0,0.8593844296922148
Reggie Wayne,0.1233243967828418,0.1991065730695596,0.5370828182941904,0.5371951219512195,0.5350665054413543,0.2208811104405552,0.3448481238832638,0.3864182692307692,0,0.4228468899521531
Anthony Newman,0.2962264150943396,0.298311444652908,0.4315196998123827,0.5309568480300187,0.8011152416356877,0.6944971537001897,0.6691871455576559,0.4112627986348123,0,0.6815834767641996
Olin Kreutz,0.175,0.0509383378016085,0.2910019144862795,0.3442521631644005,0.3902439024390244,0.3403869407496977,0.3023536511768256,0.2543180464562239,0,0.2596153846153846
Andy Dalton,0.1658595641646489,0.1817632850241546,0.3283403235470341,0.3172331544424567,0.3786350148367952,0.3595307917888563,0.3405373831775701,0.3165680473372781,0,0.3476446034585569
Charlie Babb,0.2298850574712643,0.2412060301507537,0.2107843137254902,0.4170403587443946,0.5933609958506224,0.6811023622047244,0.7022058823529411,0.5679442508710801,1,
Eugene Daniel,0.3861003861003861,0.7615526802218114,0.9117647058823528,0.925595238095238,0.8264150943396227,0.8292682926829268,0.7410881801125704,0.6904315196998124,0,0.5260223048327137
Darion Conner,0.0769230769230769,0.3564727954971857,0.8141263940520446,0.8121442125237192,0.945179584120983,0.8959044368600683,0.8313253012048193,0.4991624790619765,1,
Bryan Scott,0.7416563658838071,0.8707317073170732,0.9292623941958889,0.8557634278817139,0.7653365098272782,0.7373798076923077,0.8510765550239234,0.8810365135453475,0,0.9279661016949152
Clark Harris,0.0873205741626794,0.2597173144876325,0.3819612590799031,0.4371980676328502,0.4331935290593169,0.332737030411449,0.3851632047477745,0.449266862170088,0,0.4760514018691589
Dion Lewis,0.1035108958837772,0.1165458937198067,0.1180347513481126,0.0429338103756708,0.0409495548961424,0.039882697947214,0.0420560747663551,0.0343195266272189,0,0.0363744782349433
Bracy Walker,0.5802047781569966,0.7607573149741824,0.7303182579564489,0.3973941368078176,0.0717628705148206,0.45,0.5127345844504021,0.6911295469049138,0,0.7484548825710754
Kevin Carter,0.3924914675767918,0.7951807228915663,0.9346733668341708,0.9543973941368078,0.9656786271450858,0.9713235294117648,0.9497319034852548,0.8934269304403318,0,0.8751545117428925
Chris Oldham,0.1894934333958724,0.1819887429643527,0.1617100371747211,0.3301707779886148,0.3213610586011342,0.5034129692832765,0.3820998278829604,0.6365159128978225,0,0.6856677524429967
Jordan Gross,0.1915945611866502,0.1701219512195122,0.1717049576783555,0.0941460470730235,0.2048838594401429,0.2139423076923076,0.3301435406698564,0.2597173144876325,0,0.2808716707021791
Maurice Smith,0.4058823529411764,0.4021447721179624,0.3994894703254626,0.2583436341161928,0.0512195121951219,0.0326481257557436,0.0325890162945081,0.0327575938058368,0,0.0372596153846153
Jermaine Phillips,0.4684109763880025,0.7088998763906057,0.775609756097561,0.8022974607013301,0.9004224502112251,0.95473496128648,0.9861778846153846,0.9240430622009568,1,
Montae Reagor,0.5375,0.589142091152815,0.7153797064454371,0.7447466007416563,0.8329268292682926,0.8869407496977025,0.8762824381412191,0.802263251935676,1,
Gary Brackett,0.6594561186650185,0.7463414634146341,0.8923821039903265,0.9106819553409776,0.9785586658725433,0.96875,0.9671052631578948,0.8916372202591284,0,0.8214285714285714
Nick Ferguson,0.5558823529411765,0.6588471849865952,0.6949585194639438,0.7830655129789864,0.7640243902439025,0.898428053204353,0.856366928183464,0.8892197736748064,0,0.8010817307692307
Brad Maynard,0.2588235294117647,0.2707774798927614,0.2310146777281429,0.2558714462299135,0.2871951219512195,0.3639661426844015,0.3832226916113458,0.2995830851697439,0,0.2475961538461538
Jeremy Maclin,0.1429425837320574,0.2597173144876325,0.3177966101694915,0.2626811594202898,0.1839424805272618,0.4162194394752534,0.4308605341246291,0.444574780058651,1,
Dekoda Watson,0.508833922261484,0.6912832929782082,0.7391304347826086,0.8238466147393649,0.751937984496124,0.7032640949554896,0.6363636363636364,0.6121495327102804,0,0.693491124260355
Stephen Cooper,0.6013597033374537,0.6652439024390244,0.7249093107617895,0.7761013880506941,0.9017272185824896,0.9543269230769232,0.9748803827751196,0.9493521790341578,0,0.8529055690072639
Cortez Kennedy,0.1013133208255159,0.350844277673546,0.8736059479553904,0.9108159392789372,0.9300567107750471,0.8191126279863481,0.8261617900172117,0.6984924623115578,0,0.6758957654723127
Andre Smith,0.1472320376914016,0.2433414043583535,0.4975845410628019,0.5050928699820252,0.4865831842576029,0.2189910979228486,0.1196480938416422,0.1226635514018691,0,0.1816568047337278
Dannell Ellerbe,0.6495215311004785,0.7037691401648999,0.7076271186440678,0.7741545893719807,0.8723786698621929,0.8700059630292188,0.8213649851632048,0.7536656891495601,0,0.759929906542056
Bruce Irvin,0.7155797101449275,0.8190533253445177,0.9528920691711388,0.9643916913946587,0.992375366568915,0.9842289719626168,0.983431952662722,0.9540846750149076,0,0.8537296037296037
Nate Washington,0.20036210018105,0.5116140559857058,0.5174278846153846,0.5113636363636364,0.3292108362779741,0.3093220338983051,0.3345410628019323,0.396644697423607,0,0.392963625521765
Antonio Smith,0.56590084643289,0.7175618587809294,0.8546754020250149,0.9254807692307692,0.9383971291866028,0.9240282685512368,0.8946731234866828,0.8900966183574879,0,0.8927501497902935
Quentin Jammer,0.582003828972559,0.7428924598269468,0.8091463414634147,0.8536880290205562,0.8672299336149668,0.8814770696843359,0.9308894230769232,0.917464114832536,0,0.9257950530035336
Tony Bennett,0.1632270168855534,0.6566604127579737,0.9591078066914498,0.9468690702087288,0.9584120982986768,0.9436860068259386,0.965576592082616,0.8944723618090452,1,
Brian Finneran,0.3102941176470588,0.5529490616621984,0.5558391831525208,0.5661310259579728,0.4024390243902439,0.4292623941958887,0.4254677127338563,0.2638475282906491,0,0.125
Tully Banta-Cain,0.496291718170581,0.6402439024390244,0.6644498186215235,0.7477368738684369,0.7647409172126266,0.7668269230769231,0.8498803827751196,0.8527679623085983,1,
Esera Tuaolo,0.3789868667917448,0.3921933085501858,0.3757115749525617,0.0850661625708884,0.4726962457337884,0.5524956970740104,0.5829145728643216,0.2801302931596091,0,0.1996879875195008
Jason Babin,0.6798780487804879,0.7956469165659008,0.8551599275799638,0.779630732578916,0.7067307692307693,0.6692583732057417,0.8751472320376914,0.9679176755447942,0,0.9915458937198068
Dre' Bly,0.3666146645865835,0.7823529411764706,0.922922252010724,0.9144862795149968,0.9555006180469716,0.9457317073170732,0.9613059250302296,0.9245624622812312,0,0.9291244788564622
Tom Howard,0.0944881889763779,0.1764705882352941,0.3240418118466899,0.3432343234323432,0.1625766871165644,0.6307339449541285,0.6,0.6544401544401545,1,
Anthony Pleasant,0.148217636022514,0.24765478424015,0.4981412639405204,0.6299810246679317,0.6843100189035917,0.856655290102389,0.802065404475043,0.6884422110552764,0,0.5912052117263844
Troy Evans,0.5015954052329291,0.5562422744128553,0.5682926829268292,0.6070133010882709,0.6047073023536512,0.6217986896962477,0.5564903846153846,0.5831339712918661,1,
Josh Johnson,0.1429425837320574,0.1472320376914016,0.1186440677966101,0.0440821256038647,0.0437387657279808,0.0429338103756708,0.0409495548961424,0.4703812316715542,0,0.4795560747663551
Sammy Knight,0.525963149078727,0.8925081433224755,0.9469578783151326,0.9919117647058824,0.9932975871313672,0.9968091895341415,0.9969097651421508,0.9914634146341464,0,0.9885126964933496
Earnest Graham,0.0975609756097561,0.373639661426844,0.488231744115872,0.4848123883263847,0.4585336538461538,0.4754784688995215,0.5424028268551236,0.5217917675544794,1,
Giovani Bernard,0.10964649490713,0.5313059033989267,0.5133531157270029,0.5319648093841642,0.259929906542056,0.3094674556213018,0.2367322599880739,0.2243589743589743,0,0.2144910868315123
Ramon Humber,0.5867224880382775,0.5924617196702002,0.6325665859564165,0.572463768115942,0.6452965847813061,0.6607036374478235,0.714540059347181,0.7167155425219941,0,0.790303738317757
D'Brickashaw Ferguson,0.0941460470730235,0.2048838594401429,0.2139423076923076,0.1770334928229665,0.1996466431095406,0.2905569007263922,0.338768115942029,0.3810665068903535,1,
Bryan Cox1,0.0806754221388367,0.3828996282527881,0.5199240986717267,0.5311909262759924,0.5477815699658704,0.4440619621342513,0.4840871021775544,0.4104234527687296,0,0.4976599063962558
Jacques Cesaire,0.3145859085290482,0.525609756097561,0.6124546553808948,0.727821363910682,0.7969029184038118,0.8034855769230769,0.7882775119617225,0.7520612485276796,0,0.6997578692493946
Chad Brown,0.1062618595825427,0.440453686200378,0.5870307167235495,0.7831325301204819,0.6767169179229481,0.7166123778501629,0.5538221528861155,0.8441176470588235,0,0.8981233243967829
Olivier Vernon,0.642512077294686,0.8184541641701618,0.9165175909361956,0.9370919881305638,0.9560117302052786,0.9591121495327104,0.957396449704142,0.91711389385808,0,0.9108391608391608
Andre Collins,0.1969981238273921,0.6116322701688556,0.8345724907063197,0.8785578747628083,0.9603024574669188,0.962457337883959,0.8691910499139415,0.5293132328308208,0,0.5162866449511401
Antoine Bethea,0.6952323476161738,0.8356164383561644,0.9206730769230768,0.9509569377990432,0.96113074204947,0.9721549636803876,0.9347826086956522,0.9436788496105452,0,0.960644007155635
Nathan Jones,0.5481707317073171,0.5876662636033857,0.6035003017501509,0.5902322811197142,0.6862980769230769,0.770933014354067,0.7962308598351001,0.7276029055690073,1,
Cedric Killings,0.5720588235294117,0.5871313672922251,0.585832801531589,0.2490729295426452,0.0274390243902439,0.4449818621523579,0.4809897404948702,0.4794520547945205,1,
Gerald Sensabaugh,0.5429262394195888,0.7115268557634279,0.7403216200119118,0.8329326923076923,0.81877990430622,0.9181389870435808,0.9231234866828087,0.914855072463768,1,
Jason Peters,0.4536585365853658,0.4836759371221282,0.4912492456246228,0.3609291244788564,0.125,0.2906698564593301,0.3480565371024735,0.3093220338983051,0,0.1968599033816425
Nicholas Williams,0.4267062314540059,0.4674486803519062,0.477803738317757,0.4248520710059171,0.6791890280262374,0.7272727272727273,0.7584818861414606,0.6336515513126492,0,0.6149497487437185
Jeff Feagles,0.175,0.0509383378016085,0.2086790044671346,0.2954264524103832,0.3371951219512195,0.3162031438935913,0.2190706095353047,0.0446694460988683,0,0.0757211538461538
Mike Cofer,0.100990099009901,0.222007722007722,0.232902033271719,0.3106617647058823,0.494047619047619,0.5641509433962264,0.5984990619136961,0.699812382739212,0,0.5684803001876173
Ed Dickson,0.2597173144876325,0.2808716707021791,0.3303140096618358,0.3792690233672858,0.3607632677400119,0.4065281899109792,0.4228739002932551,0.4526869158878505,0,0.4372781065088757
Chris Banjo,0.4811264230077891,0.466308884913536,0.5026706231454006,0.4844574780058651,0.6623831775700935,0.714792899408284,0.714370900417412,0.675990675990676,0,0.60149511213341
Mike Richardson1,0.2277227722772277,0.2683397683397683,0.6192236598890942,0.7334558823529411,0.7633928571428571,0.4735849056603773,0.123827392120075,0.198874296435272,1,
Terry Cousin,0.3827361563517915,0.5834633385335414,0.8080882352941177,0.8257372654155496,0.818761965539247,0.8553770086526576,0.7932926829268293,0.7950423216444982,0,0.8020519010259505
Corey McIntyre,0.405683192261185,0.4327097163548581,0.4663490172721858,0.4260817307692308,0.4539473684210526,0.4846878680800942,0.511501210653753,0.5314009661835749,1,
Jerraud Powers,0.6746411483253588,0.7756183745583038,0.8638014527845036,0.8291062801932367,0.8448172558418214,0.8598688133571855,0.8937685459940653,0.8991202346041056,1,
Jamie Winborn,0.6936997319034852,0.7300574345883855,0.8164400494437577,0.8719512195121951,0.8663845223700121,0.832226916113458,0.6509827278141751,0.7355769230769231,0,0.708732057416268
Yeremiah Bell,0.4115853658536585,0.7291414752116082,0.867833433916717,0.8689696247766527,0.8876201923076923,0.8983253588516746,0.967020023557126,0.9582324455205812,0,0.9384057971014492
Steve Foley1,0.5643153526970954,0.7362204724409449,0.9301470588235294,0.9059233449477352,0.9504950495049505,0.8496932515337423,0.6926605504587156,0.5326732673267327,0,0.5308880308880309
Brian Urlacher,0.7911764705882353,0.9617962466487936,0.99617102744097,0.9888751545117428,0.972560975609756,0.9570737605804112,0.9770669885334944,0.9952352590827874,0,0.9903846153846154
Marshal Yanda,0.1042287075640262,0.1442307692307692,0.2960526315789473,0.2703180212014134,0.2354721549636803,0.1165458937198067,0.2828040742959856,0.2003577817531306,0,0.316320474777448
Brooks Reed,0.7021791767554479,0.7795893719806763,0.8406231276213302,0.815742397137746,0.7632047477744807,0.7794721407624633,0.7768691588785047,0.8130177514792899,0,0.75551580202743
Corey Liuget,0.612590799031477,0.802536231884058,0.8753744757339724,0.9385807990459152,0.8961424332344213,0.8656891495601173,0.764018691588785,0.7408284023668639,0,0.7030411449016101
Fred Stokes,0.0684523809523809,0.0981132075471698,0.3771106941838649,0.5947467166979362,0.7861163227016885,0.7992565055762082,0.825426944971537,0.722117202268431,0,0.6979522184300341
Johnny Jolly,0.2564876282438141,0.5920190589636688,0.6814903846153846,0.8026315789473685,0.7703180212014135,0.6900726392251816,0.0440821256038647,0.5859796285200719,1,
Branden Albert,0.0757211538461538,0.1537081339712918,0.163133097762073,0.2052058111380145,0.2814009661835748,0.2822049131216297,0.1991651759093619,0.1845697329376854,1,
Jermaine Gresham,0.1472320376914016,0.2433414043583535,0.3103864734299517,0.2917914919113241,0.1419200954084675,0.2397626112759644,0.3196480938416422,0.3323598130841121,1,
Dwayne Harris,0.322463768115942,0.5290593169562612,0.5456171735241503,0.5311572700296736,0.5630498533724341,0.540303738317757,0.5828402366863905,0.4877757901013715,1,
Pat Swilling,0.1286764705882352,0.8169642857142857,0.9509433962264152,0.99812382739212,0.9887429643527204,0.99812382739212,0.9851301115241636,0.9924098671726757,0,0.8941398865784499
Henry Ford,0.3344709897610921,0.4922547332185886,0.6716917922948074,0.6286644951140065,0.6131045241809673,0.8014705882352942,0.8002680965147453,0.7613273771537971,0,0.6588380716934487
Marcus Gilchrist,0.6410411622276029,0.7294685990338164,0.8675853804673457,0.9093619558735838,0.9531157270029672,0.93841642228739,0.9269859813084113,0.906508875739645,0,0.8181276088252832
Neil Smith,0.3452830188679245,0.724202626641651,0.8836772983114447,0.9174484052532832,0.9739776951672864,0.9886148007590132,1.0,0.9982935153583616,0,0.9810671256454389
DeAndre Levy,0.6740430622009569,0.8274440518256773,0.902542372881356,0.9227053140096618,0.9676452965847812,0.9827072152653548,0.9483679525222553,0.7941348973607039,1,
George Atkinson,0.6161616161616161,0.8686131386861314,0.9022988505747126,0.9095477386934674,0.8872549019607843,0.874439461883408,0.7717842323651453,0.6692913385826772,1,
Jessie Tuggle,0.3125,0.1830188679245283,0.4559099437148217,0.5590994371482176,0.8236397748592871,0.9256505576208178,0.937381404174573,0.9262759924385632,0,0.9607508532423208
Cliff Avril,0.7530048076923077,0.8893540669856459,0.9570082449941107,0.9909200968523002,0.9939613526570048,0.9970041941282204,0.954680977936792,0.9703264094955488,0,0.9835777126099706
Damien Wilson,0.456379821958457,0.5935483870967742,0.6682242990654206,0.744378698224852,0.8103756708407871,0.8572261072261073,0.9108683151236344,0.8890214797136038,1,
Chris Doleman,0.299445471349353,0.6746323529411765,0.9761904761904762,0.9867924528301888,1.0,0.9868667917448404,0.9831144465290806,0.9907063197026024,0,0.98292220113852
Tim Collier,0.2614107883817427,0.7755905511811023,0.9007352941176472,0.8954703832752613,0.7326732673267327,0.5858895705521472,0.3325688073394495,0.5089108910891089,1,
Bruce McNorton,0.3227722772277228,0.3474903474903475,0.4214417744916821,0.34375,0.5535714285714286,0.4,0.2664165103189493,0.275797373358349,1,
Robert Williams,0.1358490566037735,0.1219512195121951,0.2345215759849906,0.2439024390243902,0.2286245353159851,0.1688804554079696,0.0699432892249527,0.0631399317406143,0,0.06368330464716
William Gay2,0.5485407980941036,0.6694711538461539,0.7631578947368421,0.817432273262662,0.8468523002421308,0.8894927536231884,0.9310964649490712,0.9719737626714372,0,0.9691394658753708
