PLAYER,YEARS_REVEALED,PASSING YARDS,YARDS PER ATTEMPT,ATTEMPTS,COMPLETIONS,COMPLETION %,TOUCHDOWNS,INTERCEPTIONS,QB RATING,1ST DOWNS,1ST DOWN %,20+,40+,LONG,SACKS,SACK LOSS YARDS,RUSHING YARDS,ATTEMPTS.1,YARDS PER ATTEMPT.1,TOUCHDOWNS.1,20+.1,40+.1,LONG.1,RUSHING 1ST DOWNS,RUSHING 1ST %,FUMBLES,HOWGOOD RAW SCORE,PERCENTILE,ACTUAL_REMAINING_SEASONS,PREDICTED_REMAINING_SEASONS,RETIREMENT_DIFFERENCE,MEAN_PERCENTILE_DIFFERENCE
Alex Smith,8,0.6434453643122364,0.8010233918128655,0.32607928934605684,0.664286173840314,1.0951111111111111,0.6882315215648549,-1.2293446064102564,1.544,0.6010450208501756,0.7508196683866554,0.6848139782922391,0.6527777777777778,0.37379622765834775,-0.9035331845676673,-0.783159246456123,0.1974463305334403,0.21053417042866338,0.17653602357523226,0.07856742013183862,0.027777777777777776,0.0,0.17681051933457306,0.18350976142564102,0.16723489933148536,-0.6015792847081216,6.526230105349117,0.7545254556882464,8,3,-5,-0.1435332950532551
Alex Smith,9,0.7573573735901187,0.9199074074074074,0.3757999575858646,0.7761101548598277,1.2553333333333332,0.8112073112073112,-1.1585080426573426,1.8113333333333335,0.7414017606866684,0.8957508202630674,0.7793816395939752,0.7202380952380952,0.4068562130015058,-1.0890362511052165,-0.9463260103042326,0.2756098937217097,0.2692645631167637,0.2144284492019248,0.1456289079755357,0.11766855493054972,0.0,0.21876497353609806,0.24172182269862716,0.19642041404767738,-1.2531018741699298,7.483212801092672,0.8252895752895753,7,3,-4,-0.0928593638977611
Alex Smith,10,0.7733393841388836,0.9452729044834307,0.3825812721293465,0.8022055699431629,1.2877777777777777,0.8295697155346278,-1.0379434341491842,1.8831111111111112,0.7985998701947195,0.9519747362932791,0.7808387077851183,0.6626984126984128,0.40727129494692904,-1.1210271848202882,-0.9511169007227054,0.3190685808745394,0.2891417100921171,0.2379959820032149,0.16190075346517194,0.23079988837593488,0.0,0.24722180294588295,0.2635934468799746,0.20156802763481466,-1.6173148594509705,7.729128570165302,0.8167310167310168,6,3,-3,-0.13425362988045764
Alex Smith,11,0.8606890764497697,0.9370126705653021,0.43938060347690194,0.9064897376064688,1.2877777777777777,0.9176771896070142,-1.0787359708624709,1.8853333333333333,0.9088041334313185,0.9526483727203576,0.8585552652792289,0.6869488536155204,0.4372300050275297,-1.2416985951468709,-1.0229226776091174,0.3770432863212448,0.324477475559754,0.2923577193057132,0.2174563090207275,0.3211588242853246,0.027777777777777776,0.282222319909139,0.3143643254980439,0.21664920987927289,-1.8894803864268792,8.219216636402182,0.8477689039332875,5,2,-3,-0.11930698784054178
Alex Smith,12,0.9077209720723822,0.9423001949317739,0.4679752162091636,0.9644354362034914,1.3,0.9158375737323106,-1.183501565151515,1.8766666666666667,0.9619554211187723,0.9545179448575091,0.903326086339231,0.7290564373897708,0.4737034349561835,-1.3082334013368495,-1.052194720152944,0.3773050429953509,0.3283679858076315,0.33419984890177074,0.26137683207862167,0.3056650344382301,0.05555555555555555,0.3094178440456398,0.31871333055217776,0.21803121498175163,-1.8395370816731929,8.522661305519485,0.8632450944094779,4,2,-2,-0.1587085047925758
Alex Smith,13,0.9774705804956666,0.9573099415204679,0.49303373078381313,1.0185079363425404,1.3084444444444445,0.9528543581175161,-1.232323109090909,1.8871111111111112,0.9994481431826011,0.9442773141487628,0.9681564774588031,0.9775132275132276,0.5136164442599042,-1.3183516129567296,-1.072804505570612,0.38295946449460827,0.33959637119048125,0.40578502509922937,0.31680328742465735,0.2829738420718285,0.10817853308333099,0.3451162685225239,0.33054194489369476,0.22356971083356394,-1.8546811588780514,9.255107770496474,0.9126712328767124,3,2,-1,-0.11194568489351558
Alex Smith,14,0.9568849720984164,0.9681425786688945,0.4704472223681304,0.9799524890003463,1.3215555555555556,0.894392547024126,-1.1919190727272726,1.8953333333333335,0.9581641075027018,0.9549589922649673,0.9663578454276128,1.0981040564373898,0.5149638457022423,-1.1447624719037401,-0.9550473738246277,0.3436546488309511,0.31715003464358893,0.3938213067221308,0.31330417767181407,0.25027188922186216,0.10524595505555087,0.3454435938290973,0.30097694705621353,0.21985068880686148,-1.8546811588780514,9.422566709888095,0.9148871877518131,2,2,0,0.07276681479249836
Alex Smith,15,0.8436340353720516,0.8647451963241438,0.4057793304809414,0.8473242911232216,1.1711111111111112,0.7988936988936989,-0.9696968727272726,1.6962222222222223,0.821956989169247,0.8445700198987567,0.8715359575824693,1.0917107583774253,0.4434242575909243,-0.9064306661080855,-0.7821558348791183,0.3008053377612876,0.27150229247442514,0.364363965532892,0.24974179958096027,0.2429363897598818,0.10231337702777075,0.31181851736485716,0.26311316898734005,0.20043982282470105,-1.6824022414095157,8.667256924336336,0.8579623051227051,1,1,0,0.27119813475447274
Alex Tanney,3,0.008859060402684533,0.31140350877192985,0.004830917874396133,0.010718113612004266,0.47600000000000003,0.01587301587301587,0.0,0.766,0.013645224171539933,0.4397537379067722,0.006802721088435367,0.0,0.0653153153153153,-0.0357142857142857,-0.06093189964157706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0225554296602306,0.17446727549467275,2,4,2,0.10727846385165493
Alex Tanney,4,0.005906040268456356,0.20760233918128657,0.003220611916264089,0.007145409074669511,0.31733333333333336,0.01058201058201058,0.0,0.5106666666666667,0.009096816114359954,0.2931691586045148,0.004535147392290244,0.0,0.043543543543543534,-0.023809523809523798,-0.04062126642771804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3483702864401537,0.1431753066523413,1,3,2,-0.028003314001656995
Alex Van Pelt,3,0.0375847809934438,0.40168168168168167,0.02378721566225765,0.04145853214891793,0.656,0.05228758169934639,-0.18518516666666665,1.028888888888889,0.03893170342811585,0.4202490318736967,0.026143790849673196,0.0,0.08236594803758979,-0.01433691756272401,-0.01870748299319728,0.014159652939317155,0.0327881377318098,0.021790681682020443,0.027777777777777776,0.0,0.0,0.018633899812498245,0.011844484241978355,0.019945541917806887,-0.18144368465060579,2.556646079493627,0.30143097643097644,6,4,-2,0.013629299860513228
Alex Van Pelt,4,0.05976030703531897,0.42234234234234236,0.038116630443712496,0.06609842194727863,0.7288888888888889,0.05228758169934639,-0.3703703333333333,0.9735555555555556,0.058296670308363094,0.3794610267103564,0.05228758169934639,0.0,0.10194398378477976,-0.02867383512544802,-0.03741496598639456,0.02831930587863431,0.06183058996608912,0.043581363364040886,0.05555555555555555,0.0,0.0,0.03726779962499649,0.02368896848395671,0.03989108383561377,-0.36288736930121157,2.4238271533777884,0.3044527673741157,5,4,-1,-0.23358586778550988
Alex Van Pelt,5,0.08158245718411658,0.5248048048048048,0.05121354009402674,0.08934088595105043,0.8462222222222222,0.05228758169934639,-0.5555555,0.9368888888888889,0.07854347140377788,0.6516620669304277,0.07843137254901959,0.0,0.11980909293687503,-0.04301075268817203,-0.05612244897959184,0.04247895881795147,0.07881771336120666,0.06537204504606133,0.08333333333333333,0.0,0.0,0.055901699437494734,0.03553345272593506,0.059836625753420664,-0.5443310539518174,2.7330404575203784,0.3466916354556804,4,3,-1,-0.17338097366571228
Alex Van Pelt,6,0.054858220387482594,0.5849091196459617,0.0337006616027924,0.059050430072016116,0.8595555555555555,0.026143790849673196,-0.3703703333333333,0.9095555555555556,0.051853014593999484,0.8510240997196961,0.05863678804855274,0.0,0.1060604454752137,-0.02867383512544802,-0.03741496598639456,0.02831930587863431,0.06372982180134498,0.043581363364040886,0.05555555555555555,0.0,0.0,0.03726779962499649,0.02368896848395671,0.03989108383561377,-0.36288736930121157,3.088035076304254,0.3874323761964211,3,2,-1,-0.184872215770586
Alex Van Pelt,7,0.10255705740992747,0.8315552394499763,0.05443902255618795,0.10212393966221042,1.1253333333333333,0.09150326797385622,-0.3597883238095238,1.2964444444444443,0.10242266297381983,1.262604139133475,0.11291627762215994,0.09523809523809523,0.16957010091739516,-0.06147496470077115,-0.05846783157707527,0.02685445476669809,0.054791009766258225,0.041396921354703776,0.027777777777777776,0.0,0.0,0.0410664790649218,0.03148633927493801,0.051002041605303965,-0.18144368465060579,4.959907799587507,0.5923743694365783,2,2,0,-0.06095792444723047
Alex Van Pelt,8,0.1500699694324871,0.8721352931879248,0.07583503085339069,0.1459462478225607,1.2577777777777779,0.15686274509803924,-0.34920631428571425,1.5026666666666666,0.15122864292330507,1.0482060877804311,0.16719576719576715,0.19047619047619047,0.22703076156745536,-0.09427609427609428,-0.07952069716775598,0.025389603654761866,0.04483691002801473,0.03921247934536667,0.0,0.0,0.0,0.04486515850484712,0.03928371006591931,0.062112999374994156,0.0,5.678128936026335,0.6864585714130234,1,3,2,-0.017138978449007303
Andre Ware,3,0.04923734862624341,0.3614814814814815,0.025877076303421488,0.04640070433095813,0.4177777777777778,0.04464285714285713,-0.17094015384615383,0.46333333333333326,0.037125333659351625,0.3533773615733216,0.04916985951468708,0.06349206349206349,0.12086715711144932,-0.10885437408734898,-0.09850275807722615,0.09799797374289418,0.07959017451566988,0.1703127084632317,0.0,0.1111111111111111,0.0,0.17477023896591148,0.06572292788290106,0.10489362647794548,-0.9502268626530876,1.5086569668427938,0.1516849877859205,1,4,3,0.10214895496025905
Andrew Luck,3,0.8107671897425419,0.6196101364522418,0.4059441200271794,0.7764137081101579,0.7653333333333333,0.8257892205260626,-1.6868685181818184,1.1111111111111112,0.8238436564276048,0.602492872333136,0.9012139229530534,0.9523809523809523,0.3245666432509007,-0.7778872468527641,-0.7304593457130335,0.25553678898506155,0.22701607133070317,0.16891915914821196,0.3455626316685624,0.11946560115755082,0.0,0.17154970930187158,0.24657929541469484,0.1671608457187759,-1.0999438818457408,6.326097976780351,0.6146718146718146,4,8,4,0.17886294552544307
Andrew Luck,4,1.0196152080693088,0.8241715399610137,0.5142514611818617,0.9878129982511185,1.0388888888888888,1.1446039340776184,-2.101009890909091,1.5153333333333334,1.0439498289692986,0.8095778453587917,1.1131840324386908,1.187830687830688,0.4433619680544266,-0.8853585112205803,-0.8529625427015605,0.3364055999865229,0.29238042063161607,0.26609392246290775,0.3871177102815926,0.20974604499011193,0.0,0.23825584589702412,0.3182839703124047,0.2214431803283715,-1.5713484026367723,8.501629073837586,0.8396502177324096,3,8,5,0.23719325911239278
Andrew Luck,5,1.095459216239787,0.9442495126705653,0.545361650080599,1.0496104530844665,1.186,1.3840535682640946,-2.414141172727273,1.747111111111111,1.122669626869505,0.927873188418347,1.260554658720194,1.2486772486772486,0.5075514049187313,-0.9277023104609312,-0.9043997498423716,0.36362020662400907,0.3179043710730738,0.3359164878661939,0.3453394555612895,0.23562488628381761,0.0,0.2787887717039672,0.34046066039987244,0.2447366212403555,-2.000648769876358,9.234671096900295,0.9219253500075418,2,7,5,0.34349030432731814
Andrew Luck,6,0.8572634499964923,0.8361793372319689,0.42896226043527497,0.8192125984214671,1.0588888888888888,1.1556669451406294,-2.0808078727272727,1.55,0.874345399612479,0.8221779626597472,0.991970869047281,0.8928571428571429,0.45922326091102467,-0.7631495579771442,-0.7634833130166355,0.31380397104838864,0.27036210493437274,0.35132706229642696,0.20733615597604874,0.2150226149922969,0.0,0.26232290017284626,0.28810175123734716,0.2199389278171412,-1.801409776061235,7.466113083894976,0.7801877219685439,1,6,5,0.1751633986928104
Anthony Wright,3,0.06410964408752624,0.3552631578947369,0.04415328313737122,0.06699679305791358,0.49444444444444446,0.065359477124183,-0.3015872714285713,0.4828888888888888,0.05726639293268631,0.3141263771846242,0.05706145706145705,0.11904761904761904,0.2347194276771741,-0.17160106815279225,-0.21741869438538466,0.07032954009939751,0.08019859686523134,0.10784803021155936,0.0,0.0,0.0,0.11757198246897183,0.05813272706869659,0.08764246802880604,-0.699169859987105,1.4873834133274346,0.1948574786952689,5,2,-3,0.09430135402290275
Anthony Wright,4,0.11587743753346487,0.47181611435997406,0.0704013046309726,0.11397202290712256,0.6284444444444445,0.15686274509803919,-0.47008542307692297,0.7088888888888889,0.10777122221291154,0.42193613482985654,0.11257631257631255,0.22486772486772486,0.31019201629530263,-0.2342465131070828,-0.2568672586088015,0.09753084451819392,0.11086759983705709,0.12803894639160132,0.0,0.0,0.0,0.13809698369555368,0.088281137169864,0.11759841699147672,-1.04227432095822,2.1205467814977346,0.2418454305024978,4,4,0,0.19534477488870947
Anthony Wright,5,0.1312840940924392,0.4304743339831059,0.07362841938273702,0.12352035217153626,0.5446666666666666,0.1830065359477124,-0.47985343186813184,0.6633333333333333,0.12465032049898472,0.3882222550164921,0.13960113960113957,0.2671957671957672,0.2604689867600665,-0.2632219243913397,-0.26363608427012686,0.09136367238532145,0.10485741993257594,0.10493155479687415,0.0,0.0,0.0,0.11849336722687916,0.08256859036170347,0.0999253987333634,-1.0711091014019802,1.8543716661551197,0.20004724781478858,3,3,0,-0.005303489909489534
Anthony Wright,6,0.20768234599415392,0.48045675451947983,0.11114272155393944,0.2042492369915055,0.5977777777777777,0.2508169934640523,-0.6562880906593407,0.7771111111111111,0.20177981002136464,0.44426386885834274,0.22526794193460858,0.328042328042328,0.24778299426186748,-0.37339391687217777,-0.3586931982197405,0.11049210283049025,0.12001392786145987,0.1077291450358515,0.0,0.020104079568215156,0.0,0.12959923955779168,0.1063188261029824,0.11432739543022928,-1.2813875664963463,2.115195828669946,0.21514211002223907,2,4,2,0.07610168140887721
Anthony Wright,7,0.20884849477950346,0.5380676739124228,0.11251741273593434,0.21986535899641974,0.7306666666666668,0.20098039215686275,-0.6068375461538462,0.8837777777777778,0.2044869021730189,0.47032370994133466,0.2220458553791887,0.2222222222222222,0.1898148148148148,-0.34596804162021555,-0.34595327034351425,0.09626604647382558,0.10553284056794153,0.09192663654391733,0.0,0.04020815913643031,0.0,0.11396927220622502,0.09820927516479827,0.1031086278198638,-0.9914267303559205,2.562652550995672,0.29212419566819364,1,3,2,-0.04255319148936165
Archie Manning,3,0.621022774661097,0.5639164805831473,0.3417687298891507,0.6741688009053236,0.6684444444444444,0.6006216006216006,-1.3999998599999999,0.8326666666666667,0.6812728221178925,0.5438116072840017,0.0,0.0,0.2980001896903305,-1.1511491728883032,-1.1853102940539604,0.279083190102323,0.250086089339247,0.16674658796773162,0.2615059322881415,0.0,0.0,0.17285326527039233,0.0,0.0,0.0,3.2195098548892265,0.49743589743589745,11,9,-2,0.07913143140875604
Archie Manning,4,0.9135439269812625,0.7412540745874079,0.5062961837603681,1.0023689905109188,0.9048888888888889,0.8716394716394716,-2.151281836153846,1.0982222222222222,1.0010874163351215,0.7413414670516878,0.0,0.0,0.42129760557194723,-1.406858439467135,-1.39338102026887,0.3759534888227918,0.33405824318103816,0.22242520163579615,0.3007896423540608,0.0,0.0,0.2358923549328275,0.0,0.0,0.0,4.71953788258596,0.7542735042735043,10,8,-2,0.10258944081319574
Archie Manning,5,0.9854136295699513,0.8064795564795565,0.5643356757470408,1.0919280446499817,1.0177777777777777,0.8905205905205905,-2.421082378974359,1.175111111111111,1.0242055456135548,0.78849538696975,0.0,0.0,0.4993151724247506,-1.48382374469331,-1.3851848683993229,0.41005183562434666,0.3596989194939381,0.2475265187054198,0.31229557464220237,0.0,0.0,0.2682210887897048,0.0,0.0,0.0,5.151285436052684,0.8098290598290598,9,7,-2,0.11099764361557339
Archie Manning,6,0.8350611099364179,0.680347013680347,0.4961340329819404,0.9439977009943034,0.8977777777777778,0.6871794871794872,-2.246438521794872,0.9622222222222221,0.8251014526697659,0.6588628550084235,0.0,0.0,0.46790512984994453,-1.3015297906602257,-1.1547664943075537,0.3475950335215503,0.29886050886304294,0.21876317811291987,0.24523408679850528,0.0,0.0,0.23775047095097773,0.0,0.0,0.0,4.100057253784975,0.6425729442970822,8,6,-2,0.037129411657701755
Archie Manning,7,0.6440289700101075,0.581657949028841,0.39718731843582594,0.7434089409325049,0.7802222222222223,0.491919191919192,-1.8009766208791211,0.8144444444444444,0.6112036036386885,0.5414260605514764,0.0,0.0,0.40345160901426885,-1.2343614517527561,-1.0915433160906303,0.29636793775923864,0.2463430017503772,0.19385627444228037,0.24028559832980234,0.0,0.0,0.2040372120094881,0.0,0.0,0.0,3.0629589457662507,0.4735660252901632,7,5,-2,-0.03979573225109525
Archie Manning,8,0.5794420290942444,0.5345804959889467,0.3326003069230149,0.6714660275370945,0.7051111111111111,0.46531986531986536,-1.3493418810744813,0.7948888888888888,0.5876663927659502,0.5238864449390765,0.0,0.0,0.33350051391239316,-1.043255081860779,-0.9557871980417609,0.2581913325275584,0.20182956279720332,0.17381821682324478,0.23533710986109943,0.0,0.0,0.17695028506322988,0.0,0.0,0.0,3.2262044225759006,0.4812583329824709,6,4,-2,-0.06881890068194593
