PLAYER,YEARS_REVEALED,EXTRA POINT RATIO,FIELD GOALS MADE,POINTS,FIELD GOAL RATIO,0-19,20-29,30-39,40-49,50-59,60,Long,Field Goals Blocked,HOWGOOD RAW SCORE,PERCENTILE,ACTUAL_REMAINING_SEASONS,PREDICTED_REMAINING_SEASONS,RETIREMENT_DIFFERENCE,MEAN_PERCENTILE_DIFFERENCE
Adam Vinatieri,18,3.975111111111111,0.9516096866096866,0.9284816828340973,3.396888888888889,1.0,1.0,0.7692640692640692,1.7516339869281046,1.722222222222222,0.0,2.8991202135856224,-0.3333333333333333,18.06099852811047,0.6845725424672793,6,2,-4,-0.21998946710114875
Adam Vinatieri,19,4.0,1.0854985754985755,1.03956456373668,3.428888888888889,1.0,1.0,0.7940836940836941,1.742156862745098,2.138888888888889,0.0,2.9438621010948056,-0.3888888888888889,18.784054686047742,0.8132275132275133,5,2,-3,-0.21686045554787536
Adam Vinatieri,20,3.961777777777778,1.1406837606837608,1.0807297491660113,3.517777777777778,1.0,0.9861111111111112,0.8585858585858586,1.7771241830065359,2.3222222222222224,0.0,2.9691358024691357,-0.4444444444444444,19.169703798355748,0.8616605616605617,4,1,-3,-0.19517543859649122
Adam Vinatieri,21,3.9235555555555557,1.1282051282051282,1.1110855563011548,3.628888888888889,1.0,0.9722222222222222,0.9321789321789322,1.805119825708061,2.1500000000000004,0.0,2.9876543209876543,-0.4444444444444444,19.194465985603152,0.8817663817663818,3,1,-2,-0.21536796536796543
Adam Vinatieri,22,3.8484444444444446,1.0854700854700854,1.0719238622998608,3.6373333333333333,1.0,0.9583333333333334,0.9565656565656566,1.8124805477746655,2.1333333333333337,0.2222222222222222,3.006172839506173,-0.2777777777777778,19.45450188050533,0.9297461797461798,2,1,-1,-0.3571428571428571
Adam Vinatieri,23,3.8213333333333335,1.0427350427350428,1.0368217834692932,3.551555555555556,1.0,0.9722222222222222,0.9174603174603174,1.7605820105820107,2.0833333333333335,0.4444444444444444,3.0123456790123457,-0.1111111111111111,19.531722611036788,0.9474506974506974,1,0,-1,0
Al Del Greco,3,2.6222222222222222,0.4413343965975545,0.5069168831776795,1.9297777777777776,0.6666666666666666,0.6296296296296297,0.5462962962962963,0.8543209876543211,0.16666666666666666,0.0,1.7934891905480141,0.0,10.15732071723683,0.38095238095238093,14,7,-7,0.03484809671656364
Al Del Greco,4,3.466666666666667,0.6455327266472778,0.699791856140241,2.468,0.8888888888888888,0.788888888888889,0.7222222222222222,0.9851851851851853,0.3333333333333333,0.0,2.445811965811966,-0.05555555555555555,13.388766178229115,0.5555555555555556,13,8,-5,-0.0617399961149961
Al Del Greco,5,3.891111111111111,0.7244785314444757,0.7729930060503942,2.6102222222222218,1.0,0.8370370370370371,0.787037037037037,0.9432098765432099,0.6666666666666666,0.0,2.836827551533434,-0.1111111111111111,14.958471928534479,0.5897435897435898,12,7,-5,-0.08034074510744126
Al Del Greco,6,3.856,0.6998320221230439,0.7529752932008114,2.5,1.0,0.7740740740740741,0.7962962962962963,0.8540965207631874,0.8333333333333334,0.0,2.907581699346405,-0.2222222222222222,14.75196701691493,0.5413105413105412,11,5,-6,-0.13565666359784007
Al Del Greco,7,3.865333333333333,0.7019828984225269,0.7766098706719314,2.469777777777778,1.0,0.7999999999999999,0.8185185185185185,0.8316498316498316,1.1111111111111112,0.0,2.9734640522875817,-0.3333333333333333,15.015114060439279,0.4649216524216524,10,5,-5,-0.2149238563944446
Al Del Greco,8,3.892444444444444,0.7196700902583255,0.7793014818532954,2.598666666666667,1.0,0.8592592592592592,0.8037037037037037,0.9326599326599326,1.3888888888888888,0.0,2.9933333333333336,-0.4444444444444444,15.523483356623405,0.5061026936026936,9,5,-4,-0.26330044955044957
Al Del Greco,9,3.949777777777778,0.769103313840156,0.8089961608353287,2.7382222222222223,1.0,0.9061728395061728,0.7703703703703704,1.0168350168350166,1.8333333333333333,0.0,3.0194871794871796,-0.4444444444444444,16.367853769763116,0.6079545454545454,8,5,-3,-0.33844384781884784
Al Del Greco,10,3.973777777777778,0.8173600668337511,0.8355361922415514,2.9635555555555557,1.0,0.908641975308642,0.754320987654321,1.1676767676767676,2.246031746031746,0.0,3.019351717464925,-0.2777777777777778,17.40847500876726,0.7621212121212121,7,5,-2,-0.2737526453315927
Al Del Greco,11,3.977777777777778,0.9072714614819878,0.9197717531768824,3.1146666666666665,1.0,0.8962962962962964,0.8123456790123457,1.2907407407407407,2.2698412698412698,0.0,3.025882922109337,-0.1111111111111111,18.103483455992194,0.853030303030303,6,4,-2,-0.18193027308880966
Al Del Greco,12,3.966666666666667,0.9718069162806006,0.9676151268438716,3.2688888888888887,1.0,0.908641975308642,0.8888888888888888,1.4777777777777779,1.9936507936507937,0.0,3.0198449965375604,-0.1111111111111111,18.352670919732578,0.9085858585858586,5,3,-2,-0.18092058092058091
Al Del Greco,13,3.977777777777778,1.021157185894028,0.9825993128207553,3.3191111111111113,1.0,0.9209876543209876,0.9429012345679012,1.6055555555555556,1.5587301587301587,0.0,3.066385687317985,-0.2777777777777778,18.117427900318482,0.9116161616161615,4,3,-1,-0.18624528267385412
Al Del Greco,14,3.988888888888889,1.0868013468013469,1.0185060162989281,3.3426666666666667,1.0,0.9555555555555555,0.9497755331088664,1.6037037037037039,1.5682539682539682,0.0,3.1129263780984098,-0.4444444444444444,18.182633612931888,0.9228715728715728,3,3,0,-0.18334298942994598
Al Del Greco,15,4.0,1.207070707070707,1.0988875891508556,3.348,1.0,0.9777777777777777,0.9381313131313131,1.5203703703703706,1.511111111111111,0.0,3.1205027652086477,-0.3888888888888889,18.33296274493189,0.9236223236223237,2,3,1,-0.19169719169719168
Al Del Greco,16,4.0,1.2571548821548821,1.1541662813443467,3.357333333333333,1.0,1.0,0.9172278338945006,1.3925925925925926,1.7555555555555555,0.0,3.0352538964303672,-0.3333333333333333,18.535951041972243,0.9282843282843283,1,2,1,-0.17460317460317454
Aldrick Rosas,3,2.42,0.597918989223337,0.5556862235761318,2.136,0.6666666666666666,0.6666666666666666,0.5148148148148148,0.7962962962962963,1.488888888888889,0.4444444444444444,1.9444444444444444,-0.16666666666666666,12.065160768355025,0.39430014430014426,2,7,5,0.17955955347255187
Aldrick Rosas,4,3.3071111111111113,0.7691118543292456,0.715545427472033,2.884,0.8888888888888888,0.8888888888888888,0.7629629629629631,0.9753086419753086,2.2333333333333334,0.6666666666666666,2.580359147025814,-0.3333333333333333,16.33884358932092,0.5861678004535147,1,5,4,0.26358974358974363
Alex Henery,3,2.632888888888889,0.6490598290598291,0.6455088839760911,2.3244444444444445,0.6666666666666666,0.6419753086419753,0.5674803591470259,1.2296296296296296,1.2777777777777777,0.2222222222222222,1.8934311670160726,-0.3333333333333333,12.41775184413729,0.38561681982734614,1,6,5,0.5914529914529915
Ali Haji-Sheikh,3,2.532888888888889,0.8471380471380471,0.6241550821748842,1.7462222222222221,0.6666666666666666,0.6666666666666666,0.4867521367521367,0.6700336700336701,0.7333333333333334,0.0,2.053293112116642,-0.2222222222222222,10.804927603770935,0.3499389499389499,2,7,5,0.2036774628879892
Ali Haji-Sheikh,4,3.3471111111111114,0.7882656979148207,0.6261311639438176,2.116,0.8888888888888888,0.8888888888888888,0.5532763532763533,0.8232323232323233,0.9333333333333333,0.0,2.6420311714429365,-0.3333333333333333,13.27382559869914,0.4637362637362637,1,6,5,0.021428571428571463
Benny Ricardo,3,1.6484444444444446,0.4031746031746032,0.38138138138138133,1.132,0.4444444444444444,0.30158730158730157,0.4166666666666667,0.43209876543209874,0.0,0.0,1.236258865248227,-0.4444444444444444,5.951612027934723,0.21806551174830743,6,4,-2,0.06640902530027916
Benny Ricardo,4,2.1013333333333333,0.5658933658933659,0.5178035178035177,1.4248888888888889,0.5555555555555556,0.4603174603174603,0.5,0.47530864197530864,0.0,0.0,1.6043144208037825,-0.5555555555555556,7.649859629015658,0.31282693984306886,5,5,0,0.31456426647990116
Benny Ricardo,5,2.9595555555555557,0.7980565730565731,0.7358856274518925,1.9791111111111113,0.7777777777777778,0.6746031746031746,0.6944444444444444,0.6018518518518519,0.0,0.0,2.298758865248227,-0.6666666666666666,10.853378314433943,0.44438924218335984,4,5,1,0.38449613575871316
Benny Ricardo,6,3.4,0.7887828545723283,0.752960278028292,2.129777777777778,0.8888888888888888,0.7777777777777778,0.7592592592592592,0.6419753086419753,0.0,0.0,2.625277415930911,-0.5555555555555556,12.209144005321656,0.4715357068298245,3,4,1,0.4116030941882335
Benny Ricardo,7,3.391111111111111,0.690050446629394,0.692385850955614,2.057777777777778,0.8888888888888888,0.7222222222222222,0.7129629629629629,0.6820987654320988,0.0,0.0,2.5979248082211606,-0.3333333333333333,12.102089500867898,0.4414266504049786,2,5,3,0.3761904761904762
Benny Ricardo,8,3.003111111111111,0.6067501374518918,0.5897035986425804,1.8,0.7777777777777778,0.6555555555555556,0.5396825396825397,0.654320987654321,0.0,0.0,2.205376122080038,-0.1111111111111111,10.721166718844705,0.35963393331814386,1,4,3,0.4285714285714286
Bill Gramatica,3,2.6666666666666665,0.3919631093544137,0.4169187621217861,2.034666666666667,0.6666666666666666,0.6349206349206349,0.5833333333333334,0.8809523809523808,0.3333333333333333,0.0,1.8823529411764706,0.0,10.491774495192352,0.3022196412440315,1,8,7,0.3246225319396051
Bill McClard,3,2.6444444444444444,0.2784752284752285,0.22835690899737965,1.3982222222222223,0.6666666666666666,0.5925925925925926,0.4,0.47777777777777775,0.3333333333333333,0.0,1.9536256531598146,-0.4444444444444444,8.529050383225016,0.4267676767676768,1,6,5,0.0449008214786617
Billy Cundiff,3,2.6382222222222222,0.5072463768115942,0.5142083888571609,1.8893333333333333,0.6666666666666666,0.6666666666666666,0.5343915343915344,0.7411477411477412,1.4444444444444444,0.0,1.9411764705882353,-0.2777777777777778,11.265726067351821,0.33756613756613757,10,7,-3,0.3627582597904567
Billy Cundiff,4,3.512888888888889,0.689595227638706,0.6877572923289117,2.5804444444444448,0.8888888888888888,0.8888888888888888,0.7031746031746032,1.0497557997557998,1.3333333333333335,0.0,2.646556058320764,-0.3888888888888889,14.592394536774341,0.4486772486772487,9,6,-3,0.3498825487227433
Billy Cundiff,5,3.527111111111111,0.6396208461425853,0.6456199212908587,2.566666666666667,1.0,1.0,0.6867724867724868,1.1043956043956045,0.7777777777777778,0.0,2.6721970839617897,-0.3888888888888889,14.231272609229991,0.42361459203564467,8,5,-3,0.29871067603521256
Billy Cundiff,6,2.6524444444444444,0.38762626262626265,0.40126032803058326,1.8693333333333335,0.8888888888888888,0.8888888888888888,0.44814814814814813,0.8513431013431013,0.2222222222222222,0.0,2.057315233785822,-0.3888888888888889,10.278581962822807,0.2664717348927875,7,4,-3,0.28298430463997526
Billy Cundiff,7,1.3333333333333333,0.1473063973063973,0.16190775681341718,0.8973333333333334,0.6666666666666666,0.6666666666666666,0.19999999999999998,0.43162393162393164,0.0,0.0,1.0382101558572145,-0.2222222222222222,5.32082601937874,0.11163885323063757,6,3,-3,0.27734916042749574
Billy Cundiff,8,0.8888888888888888,0.10648148148148148,0.11595387840670858,0.6257777777777778,0.4444444444444444,0.4444444444444444,0.11388888888888889,0.3611111111111111,0.2222222222222222,0.0,0.6538461538461539,-0.1111111111111111,3.865948180401011,0.0879750425411231,5,2,-3,0.16492078950960531
Billy Cundiff,9,1.3333333333333333,0.28703703703703703,0.2937526205450734,1.0946666666666667,0.4444444444444444,0.4444444444444444,0.23765432098765432,0.6388888888888888,0.4444444444444444,0.0,0.8979196903725205,0.0,6.116585891164508,0.14555080011688065,4,1,-3,-0.09379217273954121
Billy Cundiff,10,2.6666666666666665,0.6151851851851852,0.6168272749884518,2.1777777777777776,0.6666666666666666,0.6666666666666666,0.4984567901234568,1.228395061728395,0.7999999999999999,0.0,1.821722302854378,0.0,11.758364392657647,0.35671896443010276,3,2,-1,0.2814138058324105
Billy Cundiff,11,3.5555555555555554,0.8065811965811965,0.8055057941661298,2.824,0.8888888888888888,0.8888888888888888,0.687037037037037,1.5401234567901234,0.7111111111111111,0.0,2.4388001935171744,0.0,15.146492122536108,0.41205918837497785,2,4,2,0.46357469017931147
Billy Cundiff,12,4.0,0.8469800569800569,0.8383551551161845,3.032,1.0,1.0,0.770679012345679,1.6358024691358024,0.9555555555555556,0.0,2.754340697736924,-0.1111111111111111,16.722601835759093,0.43543581175160123,1,3,2,0.5643939393939394
Blair Walsh,3,2.646222222222222,0.7820512820512823,0.7390580133661983,2.328888888888889,0.6666666666666666,0.6444444444444444,0.6074074074074074,1.0617283950617284,1.2857142857142856,0.0,2.069182389937107,-0.16666666666666666,12.664697329093563,0.3537037037037037,3,7,4,0.22190009065009067
Blair Walsh,4,3.4768888888888885,1.005811965811966,0.9581414095212281,3.0226666666666664,0.8888888888888888,0.8444444444444443,0.8049382716049384,1.437389770723104,1.673015873015873,0.0,2.7295597484276732,-0.2777777777777778,16.563968150215892,0.555982905982906,2,6,4,0.26994949494949494
Blair Walsh,5,3.7897777777777777,1.0567331433998102,0.9965750881621336,3.279111111111111,1.0,0.9333333333333332,0.8728395061728396,1.5908289241622575,1.9412698412698413,0.0,3.0319124155602144,-0.3333333333333333,18.159047807615988,0.6467236467236467,1,6,5,0.2849440349440349
Bob Thomas,3,2.2906666666666666,0.6307692307692307,0.5553785784124028,1.4106666666666667,0.6666666666666666,0.4391534391534391,0.49259259259259264,0.657046657046657,0.3333333333333333,0.0,2.1319444444444446,-0.05555555555555555,9.552662720196544,0.4931691860163108,9,7,-2,0.03812616539874676
Bob Thomas,4,3.14,0.8631257631257631,0.8111030723605946,1.947111111111111,0.8888888888888888,0.6878306878306877,0.6316498316498317,0.7607022607022605,0.2222222222222222,0.0,2.721778959810875,-0.1111111111111111,12.563301686591123,0.6770459976105138,8,6,-2,0.05952387739345943
Bob Thomas,5,3.597777777777778,1.0544566544566545,0.9959644954457156,2.3204444444444445,1.0,0.7777777777777777,0.7134680134680135,0.7258297258297257,0.1111111111111111,0.0,2.97089243498818,-0.2222222222222222,14.045500213077178,0.7811501017146179,7,5,-2,0.09190684960034806
Bob Thomas,6,3.676,1.0967490842490843,1.0285227166522841,2.5533333333333337,1.0,0.8306878306878307,0.7175084175084175,0.7094757094757094,0.0,0.0,2.858894799054374,-0.2222222222222222,14.248949668738812,0.7583797032326445,6,4,-2,0.10673714139997036
Bob Thomas,7,3.5884444444444443,0.9920072617441039,0.9195764280407454,2.646666666666667,1.0,0.7645502645502645,0.7434343434343436,0.8572169312169312,0.0,0.0,2.7564288126598164,-0.2222222222222222,14.046102930535094,0.6390615214144626,5,3,-2,0.06503643937854464
Bob Thomas,8,3.5284444444444443,0.81376116573485,0.7535398176330025,2.7964444444444445,1.0,0.7936507936507936,0.7505050505050506,1.2012063492063492,0.0,0.0,2.675682684421287,-0.16666666666666666,14.146568083373554,0.5797917253025613,4,3,-1,0.09072784450691433
Bob Thomas,9,3.436888888888889,0.6610373869145799,0.6014801837409155,2.784,1.0,0.7857142857142857,0.7131313131313132,1.397047619047619,0.06666666666666668,0.0,2.6439561640258944,-0.2777777777777778,13.812144730352385,0.5254499886078834,3,3,0,0.07133563572517064
Bob Thomas,10,3.585777777777778,0.7420646523716699,0.6581424976030342,2.8715555555555556,1.0,0.873015873015873,0.637037037037037,1.500148148148148,0.35555555555555557,0.0,2.75421835400827,-0.3888888888888889,14.588626562184032,0.5834586466165413,2,4,2,0.14863782051282057
Bob Thomas,11,3.6662222222222223,0.8285309232677653,0.778707840423511,2.7680000000000002,1.0,0.9126984126984128,0.5407407407407407,1.3175343915343916,0.6444444444444445,0.0,2.8383019874616515,-0.5,14.79518096279314,0.5614163614163614,1,4,3,0.18181818181818193
Bobby Howfield,3,2.574222222222222,0.5703646370829034,0.5749536367345425,1.4480000000000002,0.5983226766085182,0.3518518518518518,0.47830687830687835,0.5269841269841269,0.3333333333333333,0.0,1.9387755102040818,-1.0555555555555556,8.339559317772903,0.6638176638176638,2,5,3,0.16483822549999022
Bobby Howfield,4,3.4515555555555557,0.7573361508346029,0.7697074523984079,2.0244444444444447,0.8337579839158248,0.537037037037037,0.6391534391534391,0.5999999999999999,0.2222222222222222,0.0,2.4552154195011338,-1.5,10.790429705062667,0.6043771043771043,1,5,4,0.15625
Brad Daluiso,3,1.3333333333333333,0.03619047619047618,0.030952380952380933,1.0373333333333334,0.6666666666666666,0.5555555555555555,0.25933333333333336,0.5186666666666667,0.1111111111111111,0.0,0.7819303338171263,-0.1111111111111111,5.219962079848871,0.07537878787878788,8,3,-5,0.033830956625074265
Brad Daluiso,4,1.3333333333333333,0.0856084656084656,0.06795162509448222,1.3333333333333333,0.8888888888888888,0.8148148148148148,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.0,1.3207837445573296,-0.2222222222222222,7.17804753896398,0.1359848484848485,7,3,-4,-0.0990344196865936
Brad Daluiso,5,1.7777777777777777,0.22761904761904764,0.19465525251894844,1.9466666666666665,1.0,0.9629629629629629,0.5073333333333333,0.8640493827160494,1.3333333333333333,0.0,2.1929704886308663,-0.2777777777777778,10.729590467781208,0.25404040404040407,6,5,-1,0.14921456921456921
Brad Daluiso,6,2.6666666666666665,0.47185185185185186,0.4117174925242495,2.6591111111111108,1.0,1.0,0.7184444444444444,1.0245432098765432,1.8888888888888888,0.0,2.6925786163522014,-0.3888888888888889,14.144913392827068,0.5025252525252525,5,4,-1,0.2491711674374213
Brad Daluiso,7,3.524888888888889,0.7174074074074074,0.6484444000580365,3.0848888888888886,1.0,1.0,0.8766825396825397,1.0157989417989417,1.8611111111111112,0.0,2.979622641509434,-0.3888888888888889,16.31995593045636,0.5937229437229438,4,5,1,0.2550387392926848
Brad Daluiso,8,3.9386666666666668,0.8838383838383839,0.8123843143155336,3.2217777777777776,1.0,1.0,0.9182539682539682,1.0497033830367164,1.5,0.0,2.9269230769230767,-0.3333333333333333,16.91821423747879,0.635014235014235,3,5,2,0.3407679810118835
Brad Daluiso,9,3.908,0.86489898989899,0.8175297347680546,3.062222222222222,1.0,1.0,0.8857142857142857,0.9353856020522687,1.25,0.0,2.8358069381598794,-0.16666666666666666,16.392891106149033,0.4873840873840874,2,5,3,0.3107908351810791
Brad Daluiso,10,3.9386666666666668,0.7765151515151515,0.7625597279489401,3.064,1.0,1.0,0.8432539682539683,0.9163059163059163,1.1666666666666667,0.0,2.7253443941679234,-0.2222222222222222,15.97109026930301,0.49214599214599214,1,4,3,0.3137533875338753
Brett Conway,3,2.64,0.48671497584541057,0.5266726762523511,2.1564444444444444,0.6666666666666666,0.5925925925925926,0.5887445887445887,1.164021164021164,0.4666666666666667,0.0,1.8823529411764706,-0.1111111111111111,11.059765605299244,0.324577861163227,2,9,7,0.09961285327138986
Brett Conway,4,3.537777777777778,0.5430756843800322,0.5512030720513759,3.089777777777778,0.8888888888888888,0.8395061728395061,0.7965367965367965,1.566137566137566,0.48888888888888893,0.0,2.3986928104575163,-0.16666666666666666,14.533818769069459,0.47443541102077685,1,9,8,0.19413919413919412
Brett Maher,3,2.1822222222222223,0.6135265700483092,0.5605319605319605,1.6675555555555557,0.5555555555555556,0.5555555555555556,0.4166666666666667,0.5131313131313131,0.7333333333333334,0.0,1.925925925925926,0.0,9.724004658526397,0.23696145124716553,3,4,1,0.15407632234769966
Brett Maher,4,2.5657777777777775,0.6384243775548124,0.5967038467038467,2.000888888888889,0.6666666666666666,0.6666666666666666,0.5154320987654321,0.6383838383838384,0.9666666666666667,0.2222222222222222,2.1866442199775533,0.0,11.664477270274372,0.3160090702947846,2,4,2,0.07966921854687276
Brett Maher,5,2.4795555555555553,0.5894270338714783,0.5620682794595837,2.144,0.6666666666666666,0.6666666666666666,0.558641975308642,0.8652236652236652,1.2,0.4444444444444444,2.02672759339426,0.0,12.203421880590964,0.3518958887902987,1,5,4,-0.24638592080452548
Caleb Sturgis,3,2.6426666666666665,0.6611965811965812,0.6503338360114774,2.0804444444444443,0.6666666666666666,0.6666666666666666,0.5611111111111111,1.0222222222222224,1.4444444444444444,0.07407407407407407,1.9938271604938271,-0.5555555555555556,11.908098318442626,0.2465201465201465,3,7,4,0.232996632996633
Caleb Sturgis,4,3.493333333333333,0.8980500158277936,0.8849832119930827,2.832,0.8888888888888888,0.8888888888888888,0.7657407407407407,1.3414141414141416,1.6388888888888888,0.14814814814814814,2.6604938271604937,-0.8333333333333334,15.607496751951066,0.4031339031339031,2,7,5,0.21635518952592125
Caleb Sturgis,5,3.677333333333333,0.899860715416271,0.8846155399237899,3.3311111111111114,1.0,1.0,0.887037037037037,1.6161616161616164,1.8333333333333333,0.2222222222222222,2.9691358024691357,-0.8888888888888888,17.43192182211896,0.5293965293965294,1,6,5,0.35199485199485203
Cary Blanchard,3,2.2222222222222223,0.43181286549707604,0.4065198839392388,1.5506666666666666,0.5555555555555556,0.41666666666666663,0.41587301587301584,0.7407407407407407,0.0,0.0,1.4698838896952107,0.0,8.209941506856394,0.1585227272727273,6,3,-3,0.010848203287227668
Cary Blanchard,4,2.6666666666666665,0.5017641325536062,0.49922224257826514,1.8702222222222222,0.6666666666666666,0.5509259259259259,0.5087301587301587,0.8345679012345678,0.3333333333333333,0.0,1.7784180919586026,0.0,10.210517341870016,0.2106060606060606,5,4,-1,0.014089485036400382
Cary Blanchard,5,2.6666666666666665,0.587270955165692,0.5572685165612067,2.0084444444444447,0.6666666666666666,0.6018518518518519,0.5225749559082893,0.8807760141093474,1.0,0.0,1.8675812250396047,-0.05555555555555555,11.303545740858215,0.24494949494949494,4,7,3,0.017805016426339915
Cary Blanchard,6,3.111111111111111,0.8209259259259258,0.736810117646952,2.4933333333333336,0.7777777777777778,0.7638888888888888,0.631657848324515,1.0751322751322752,1.777777777777778,0.0,2.2772571786334272,-0.1111111111111111,14.354561123440874,0.5176767676767677,3,6,3,0.19407575986523354
Cary Blanchard,7,3.541333333333333,1.0277777777777777,0.897540742241934,2.8848888888888893,0.8888888888888888,0.8888888888888888,0.7367724867724867,1.2201058201058201,2.0555555555555554,0.0,2.6807742584213172,-0.2777777777777778,16.544748863097116,0.6685776685776685,2,5,3,0.27609473859473854
Cary Blanchard,8,3.9715555555555553,1.0601851851851851,0.9437859919741827,3.148,1.0,1.0,0.7888007054673721,1.326984126984127,1.6666666666666667,0.0,2.9877023629964805,-0.3333333333333333,17.560347261496236,0.7214137214137214,1,5,4,0.2872127872127873
Chandler Catanzaro,3,2.5524444444444443,0.7071035137701804,0.7076273591599263,2.308,0.6666666666666666,0.6481481481481481,0.6031746031746031,1.1536796536796539,1.2328042328042328,0.0,1.9128814348940137,-0.2222222222222222,12.270307834519647,0.35185185185185186,2,7,5,0.23150703463203465
Chandler Catanzaro,4,3.3653333333333335,0.9008736942070276,0.9435408782187229,3.022222222222222,0.8888888888888888,0.8518518518518519,0.8253968253968255,1.4656650539003482,1.5873015873015874,0.0,2.6044723969252273,-0.2777777777777778,16.177768954468256,0.5496632996632997,1,6,5,0.3238095238095239
Chester Marcol,3,2.6222222222222222,1.0247474747474747,0.7988634654276211,1.7355555555555555,0.6220084679281462,0.5509259259259259,0.47712418300653586,0.5714285714285714,0.7333333333333333,0.0,2.0565168096223996,-1.6111111111111112,9.581614898086675,0.4882154882154882,6,6,0,0.1593046290421564
